Name,URL,Image,Type,Interface,Capacity,Price / GB,Color,Price
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/bZCZxr/apricorn-aegis-padlock-30-2-tb-external-hard-drive-a25-3pl256-2000,https://cdna.pcpartpicker.com/static/forever/images/product/12c974e29de0c6da815a48cabdb12b39.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.116,Black,231.99
Apricorn Aegis Fortress,https://pcpartpicker.com/product/mKQKHx/apricorn-aegis-fortress-1-tb-external-ssd-a25-3pl256-s1000f,https://cdna.pcpartpicker.com/static/forever/images/product/2c91a6f72e03a4c3f7adbcc7d75f6a05.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,$0.469,Black,469.00
Apricorn NVX,https://pcpartpicker.com/product/RhLdnQ/apricorn-nvx-500-gb-external-ssd-anvx-500gb,https://cdna.pcpartpicker.com/static/forever/images/product/a7679639c1a1de0cb7ca87a8b766fa2c.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,$0.592,Black,296.00
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/Qf6p99/apricorn-aegis-fortress-l3-512-gb-external-ssd-afl3s500,https://m.media-amazon.com/images/I/313aiWXbARS.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",512 GB,$0.572,Black,292.99
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/q3H7YJ/apricorn-aegis-fortress-l3-5-tb-external-hard-drive-afl35tb,https://cdna.pcpartpicker.com/static/forever/images/product/c2466eb5b56ef38b04ecd3fd981faa73.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",5000 GB,$0.099,Black,495.99
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/WHGbt6/apricorn-aegis-fortress-l3-4-tb-external-hard-drive-afl3-4tb,https://cdna.pcpartpicker.com/static/forever/images/product/0ab771480b632a5e85ce271134dc5dad.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",4000 GB,$0.097,Black,387.34
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/tR9wrH/apricorn-aegis-fortress-l3-2-tb-external-hard-drive-afl3-2tb,https://cdna.pcpartpicker.com/static/forever/images/product/50136a5e90adc4e16d4ee19d838dd6f4.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",2000 GB,$0.140,Black,280.99
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/Ld92FT/apricorn-aegis-fortress-l3-1-tb-external-hard-drive-afl3-1tb,https://cdna.pcpartpicker.com/static/forever/images/product/88c6dd3664ab329016a452b5b43451ec.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",1000 GB,$0.235,Black,235.21
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/pMQKHx/apricorn-aegis-fortress-l3-500-gb-external-hard-drive-afl3-500,https://cdna.pcpartpicker.com/static/forever/images/product/6f85911d66b387874e4d15cd1e055d89.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",500 GB,$0.398,Black,199.00
VisionTek 901378,https://pcpartpicker.com/product/sVXV3C/visiontek-901378-8-tb-external-ssd-901378,/static/forever/img/no-image.png,Portable,USB Type-C,8000 GB,,Black,
VisionTek 901377,https://pcpartpicker.com/product/cgxxFT/visiontek-901377-4-tb-external-ssd-901377,/static/forever/img/no-image.png,Portable,USB Type-C,4000 GB,,Black,
VisionTek 901196,https://pcpartpicker.com/product/NVVD4D/visiontek-901196-1-tb-external-ssd-901196,https://m.media-amazon.com/images/I/21Q6LfqapSL.jpg,Portable,USB Type-C,1000 GB,,Black,
VisionTek 901195,https://pcpartpicker.com/product/nVVD4D/visiontek-901195-512-gb-external-ssd-901195,https://m.media-amazon.com/images/I/21Q6LfqapSL.jpg,Portable,USB Type-C,512 GB,,Black,
Silicon Power Stream S05,https://pcpartpicker.com/product/fkzXsY/silicon-power-stream-s05-1-tb-external-ssd-sp010tbphd05ss3k,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Black,
Silicon Power Stream S05,https://pcpartpicker.com/product/nw88TW/silicon-power-stream-s05-2-tb-external-ssd-sp020tbphd05ss3k,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 1,2000 GB,,Black,
Silicon Power Stream S05,https://pcpartpicker.com/product/NWyH99/silicon-power-stream-s05-4-tb-external-ssd-sp040tbphd05ls3k,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 1,4000 GB,,Black,
Silicon Power Stream S05,https://pcpartpicker.com/product/LjbRsY/silicon-power-stream-s05-5-tb-external-ssd-sp050tbphd05ls3k,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Black,
Silicon Power Bolt B75,https://pcpartpicker.com/product/WP9wrH/silicon-power-bolt-b75-128-gb-external-ssd-sp128gbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,128 GB,,Silver,
Silicon Power Bolt B75,https://pcpartpicker.com/product/6mQKHx/silicon-power-bolt-b75-240-gb-external-ssd-sp240gbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,240 GB,,Silver,
Silicon Power Bolt B75,https://pcpartpicker.com/product/jLfxFT/silicon-power-bolt-b75-256-gb-external-ssd-sp256gbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,256 GB,,Silver,
Silicon Power Bolt B75,https://pcpartpicker.com/product/zWyH99/silicon-power-bolt-b75-480-gb-external-ssd-sp480gbpsdb75scs,https://cdna.pcpartpicker.com/static/forever/images/product/d852f5a01d78a3a2c49b62a2044babe9.256p.jpg,Portable,USB Type-C 3.2 Gen 1,480 GB,,Silver,
Silicon Power Bolt B75,https://pcpartpicker.com/product/TN26Mp/silicon-power-bolt-b75-960-gb-external-ssd-sp960gbpsdb75scs,https://cdna.pcpartpicker.com/static/forever/images/product/d852f5a01d78a3a2c49b62a2044babe9.256p.jpg,Portable,USB Type-C 3.2 Gen 1,960 GB,$0.262,Silver,251.35
Silicon Power Bolt B75,https://pcpartpicker.com/product/ZrtLrH/silicon-power-bolt-b75-1-tb-external-ssd-sp010tbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Silver,
Silicon Power Bolt B75,https://pcpartpicker.com/product/Yw88TW/silicon-power-bolt-b75-2-tb-external-ssd-sp020tbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Silver,
Silicon Power Bolt B75,https://pcpartpicker.com/product/4GV2FT/silicon-power-bolt-b75-4-tb-external-ssd-sp040tbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,4000 GB,,Silver,
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/mWyH99/silicon-power-bolt-b75-pro-256-gb-external-ssd-sp256gbpsd75psck,https://m.media-amazon.com/images/I/41YebSp0LsL.jpg,Portable,USB Type-C 3.2 Gen 2,256 GB,,Black,
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/xtrqqs/silicon-power-bolt-b75-pro-1-tb-external-ssd-sp010tbpsd75psck,https://m.media-amazon.com/images/I/31ydSUCAi5L.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Black,
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/k8zXsY/silicon-power-bolt-b75-pro-2-tb-external-ssd-sp020tbpsd75psck,https://m.media-amazon.com/images/I/31ydSUCAi5L.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Black,
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/rWyH99/silicon-power-bolt-b75-pro-4-tb-external-ssd-sp040tbpsd75psck,https://m.media-amazon.com/images/I/41LfGq9a+aL.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,,Black,
Silicon Power PC60,https://pcpartpicker.com/product/QhGhP6/silicon-power-pc60-480-gb-external-ssd-sp480gbpsdpc60ck,https://cdna.pcpartpicker.com/static/forever/images/product/267824bbd9db6990a25e2f53b8ce5ff7.256p.jpg,Portable,USB Type-C 3.2 Gen 2,480 GB,,Black,
Silicon Power PC60,https://pcpartpicker.com/product/RHJp99/silicon-power-pc60-1-tb-external-ssd-sp010tbpsdpc60ck,https://cdna.pcpartpicker.com/static/forever/images/product/275a24500b1d24310210ee58bd3b3a7e.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.264,Black,264.45
Silicon Power PC60,https://pcpartpicker.com/product/9FHqqs/silicon-power-pc60-192-tb-external-ssd-sp1k9gbpsdpc60ck,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 2,1920 GB,,Black,
Silicon Power PC60,https://pcpartpicker.com/product/7ZGhP6/silicon-power-pc60-2-tb-external-ssd-sp020tbpsdpc60ck,https://cdna.pcpartpicker.com/static/forever/images/product/f8a85c02044c87738a708023ab04ea5f.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Black,
Silicon Power PC60,https://pcpartpicker.com/product/VCgrxr/silicon-power-pc60-4-tb-external-ssd-sp040tbpsdpc60ck,https://m.media-amazon.com/images/I/31NVElaTSyL.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,,Black,
Seagate Expansion,https://pcpartpicker.com/product/wwDQzy/seagate-expansion-500-gb-external-ssd-stlh500400,https://cdna.pcpartpicker.com/static/forever/images/product/ed9a15a24853a002fc54cc5cbc922e54.256p.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,Black,
Seagate Expansion,https://pcpartpicker.com/product/DbyH99/seagate-expansion-1-tb-external-ssd-stlh1000400,https://cdna.pcpartpicker.com/static/forever/images/product/ed9a15a24853a002fc54cc5cbc922e54.256p.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Black,
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/MwyH99/sabrent-rocket-nano-v2-1-tb-external-ssd-sb-1tb-nav2,https://cdna.pcpartpicker.com/static/forever/images/product/1924408f7cb5d1d88b1f7546f64bb9a1.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,,Black,
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/K4rRsY/kioxia-exceria-plus-500-gb-external-ssd-lxd10s500gg8,https://cdna.pcpartpicker.com/static/forever/images/product/8b3de5110a813ebd27394e7a7b2db867.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Gray,
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/F86p99/kioxia-exceria-plus-2-tb-external-ssd-lxd10s002tg8,https://cdna.pcpartpicker.com/static/forever/images/product/6caf074ccb3de8a99af44c2f869cd07c.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Gray,
Seagate Barracuda Fast,https://pcpartpicker.com/product/2WPgXL/seagate-barracuda-fast-500-gb-external-ssd-stjm500400,https://m.media-amazon.com/images/I/51D60eQZCnL.jpg,Portable,USB Type-C,500 GB,,Black,
Verbatim Vx460,https://pcpartpicker.com/product/JrNxFT/verbatim-vx460-256-gb-external-ssd-70382,https://cdna.pcpartpicker.com/static/forever/images/product/19455f93913a47d1e9e840180609c5d6.256p.jpg,Portable,USB Type-A 3.2 Gen 1,256 GB,,Black,
Verbatim Vx460,https://pcpartpicker.com/product/vJcG3C/verbatim-vx460-512-gb-external-ssd-70383,https://cdna.pcpartpicker.com/static/forever/images/product/b3fb73f32e826caea47334eb172b3ecc.256p.jpg,Portable,USB Type-A 3.2 Gen 1,512 GB,,Black,
Crucial X8,https://pcpartpicker.com/product/NhbTwP/crucial-x8-1-tb-external-ssd-ct1000x8ssd9,https://cdna.pcpartpicker.com/static/forever/images/product/45a7a3bfd894864872981486e2373ae1.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",1000 GB,,Black,
Crucial X8,https://pcpartpicker.com/product/LR7G3C/crucial-x8-500-gb-external-ssd-ct500x8ssd9,https://cdna.pcpartpicker.com/static/forever/images/product/45f747deb7a6c22596daa231d5d26b4f.256p.jpg,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",500 GB,,Black,
Crucial X6,https://pcpartpicker.com/product/fzQcCJ/crucial-x6-500-gb-external-ssd-ct500x6ssd9,https://cdna.pcpartpicker.com/static/forever/images/product/126a47f43100ad9c72730aa72fe3341b.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Black,
Seagate One Touch,https://pcpartpicker.com/product/HtzhP6/seagate-one-touch-5-tb-external-hard-drive-stkc5000402,https://cdna.pcpartpicker.com/static/forever/images/product/2aa432cf504aab35acdabd4ddf802d81.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Blue,
Seagate One Touch,https://pcpartpicker.com/product/hNddnQ/seagate-one-touch-5-tb-external-hard-drive-stkc5000401,https://cdna.pcpartpicker.com/static/forever/images/product/80a77e3076a3684528e7c23375e901df.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Silver,
Seagate One Touch,https://pcpartpicker.com/product/JWFbt6/seagate-one-touch-4-tb-external-hard-drive-stkc4000403,https://cdna.pcpartpicker.com/static/forever/images/product/525e6929ab76cc061caf4b683517c0be.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,,Red,
Seagate One Touch,https://pcpartpicker.com/product/PWFbt6/seagate-one-touch-4-tb-external-hard-drive-stkc4000402,https://cdna.pcpartpicker.com/static/forever/images/product/ef213dab98a10d4985b90df4b0a935ab.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,,Blue,
Seagate One Touch,https://pcpartpicker.com/product/dTQcCJ/seagate-one-touch-4-tb-external-hard-drive-stkc4000401,https://cdna.pcpartpicker.com/static/forever/images/product/736319fc6be89d64eacedff1e9a9dbc4.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,$0.052,Silver,209.00
Seagate One Touch,https://pcpartpicker.com/product/sFvdnQ/seagate-one-touch-2-tb-external-hard-drive-stkb2000405,https://cdna.pcpartpicker.com/static/forever/images/product/e1a144eacb6e7944481200b0637c6c4d.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Seagate One Touch,https://pcpartpicker.com/product/ctzhP6/seagate-one-touch-2-tb-external-hard-drive-stkb2000404,https://m.media-amazon.com/images/I/419vRZB4G2L.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,Gray,
Seagate One Touch,https://pcpartpicker.com/product/wfQcCJ/seagate-one-touch-2-tb-external-hard-drive-stkb2000401,https://cdna.pcpartpicker.com/static/forever/images/product/5454c21ecbe05f36e485e70a1716316f.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.067,Silver,134.00
Seagate One Touch,https://pcpartpicker.com/product/MYkWGX/seagate-one-touch-2-tb-external-hard-drive-stkb2000400,https://cdna.pcpartpicker.com/static/forever/images/product/e77e81baf889eb08f593d855e20442cf.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.054,Black,107.87
Seagate One Touch,https://pcpartpicker.com/product/GzQcCJ/seagate-one-touch-1-tb-external-hard-drive-stkb1000404,https://cdna.pcpartpicker.com/static/forever/images/product/adaef8e9c87faa15078bea2bedbad5d1.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Gray,
Seagate One Touch,https://pcpartpicker.com/product/NHC48d/seagate-one-touch-1-tb-external-hard-drive-stkb1000402,https://cdna.pcpartpicker.com/static/forever/images/product/dba33ed9633d3cd1ac3c8ae49b876ff7.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Blue,
Seagate One Touch,https://pcpartpicker.com/product/n4cG3C/seagate-one-touch-1-tb-external-hard-drive-stkb1000401,https://cdna.pcpartpicker.com/static/forever/images/product/bdc7ea173cb80e9a71b2c746c4c7b078.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Silver,
Seagate One Touch,https://pcpartpicker.com/product/WTQcCJ/seagate-one-touch-500-gb-external-hard-drive-stkg500400,https://cdna.pcpartpicker.com/static/forever/images/product/11c839914168f75eec87818c153b1ed7.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500 GB,,Black,
Seagate One Touch,https://pcpartpicker.com/product/6ZNxFT/seagate-one-touch-500-gb-external-hard-drive-stkg500401,https://cdna.pcpartpicker.com/static/forever/images/product/cec2f8a9dd0fab136c58a7aafa408669.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500 GB,,Silver,
Seagate One Touch,https://pcpartpicker.com/product/jkpzK8/seagate-one-touch-500-gb-external-hard-drive-stkg500402,https://cdna.pcpartpicker.com/static/forever/images/product/f2f15034fb63f66ecc98ebf3a15e017f.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500 GB,,Blue,
Seagate One Touch,https://pcpartpicker.com/product/TTQcCJ/seagate-one-touch-1-tb-external-hard-drive-stkg1000402,https://cdna.pcpartpicker.com/static/forever/images/product/f2f15034fb63f66ecc98ebf3a15e017f.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000 GB,,Blue,
Seagate One Touch,https://pcpartpicker.com/product/YCH7YJ/seagate-one-touch-2-tb-external-hard-drive-stkg2000401,https://cdna.pcpartpicker.com/static/forever/images/product/a3b09bafbe8ea3ef70517ef0598c0e39.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000 GB,,Silver,
Seagate One Touch,https://pcpartpicker.com/product/4QrRsY/seagate-one-touch-2-tb-external-hard-drive-stkg2000402,https://cdna.pcpartpicker.com/static/forever/images/product/f2f15034fb63f66ecc98ebf3a15e017f.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000 GB,$0.169,Blue,337.35
Samsung T3 Portable,https://pcpartpicker.com/product/p8Gbt6/samsung-t3-portable-2-tb-external-ssd-mu-pt2t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/81411a4250ad0fcd2232126991f9ea6a.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,,
Samsung T3 Portable,https://pcpartpicker.com/product/78Gbt6/samsung-t3-portable-500-gb-external-ssd-mu-pt500bam,https://cdna.pcpartpicker.com/static/forever/images/product/81411a4250ad0fcd2232126991f9ea6a.256p.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,,
Samsung T3 Portable,https://pcpartpicker.com/product/fPC48d/samsung-t3-portable-1-tb-external-ssd-mu-pt1t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/81411a4250ad0fcd2232126991f9ea6a.256p.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,,,
Samsung T5 Portable,https://pcpartpicker.com/product/Xb3gXL/samsung-t5-portable-500-gb-external-ssd-mu-pa500gww,https://cdna.pcpartpicker.com/static/forever/images/product/052aa6aee0ffec62cc3cc25034a9d908.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Gold,
Samsung T5 Portable,https://pcpartpicker.com/product/hg92FT/samsung-t5-portable-500-gb-external-ssd-mu-pa500rww,https://cdna.pcpartpicker.com/static/forever/images/product/23f37998f60908dd772468b0d033a8b7.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Red,
Samsung T5 Portable,https://pcpartpicker.com/product/tp6p99/samsung-t5-portable-1-tb-external-ssd-mu-pa1t0rww,https://cdna.pcpartpicker.com/static/forever/images/product/23f37998f60908dd772468b0d033a8b7.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Red,
Samsung T7 Portable,https://pcpartpicker.com/product/ZZpzK8/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0sww,https://cdna.pcpartpicker.com/static/forever/images/product/dce076b9e2f1186d7bfcef3bbec35633.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Silver,
Samsung T7 Portable,https://pcpartpicker.com/product/gtZ9TW/samsung-t7-portable-500-gb-external-ssd-mu-pc500kww,https://cdna.pcpartpicker.com/static/forever/images/product/053304286e7e4357258d2a1a33a256bd.256p.jpg,Portable,USB Type-C 3.2 Gen 2,500 GB,,Black,
Samsung T7 Portable,https://pcpartpicker.com/product/HBC48d/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0sww,https://cdna.pcpartpicker.com/static/forever/images/product/5480b752e1153056d16f47c4552befda.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Silver,
Samsung T7 Portable,https://pcpartpicker.com/product/Gqt9TW/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0kww,https://cdna.pcpartpicker.com/static/forever/images/product/053304286e7e4357258d2a1a33a256bd.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,,Black,
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/h9RYcf/sandisk-g-drive-armorlock-2-tb-external-ssd-sdps41a-002t-gbanb,https://cdna.pcpartpicker.com/static/forever/images/product/283aa7c0cc9c6ff261b57cc8c4af51fe.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Black / Yellow,
SanDisk G-DRIVE ArmorLock,https://pcpartpicker.com/product/Xf2WGX/sandisk-g-drive-armorlock-1-tb-external-ssd-sdps41a-001t-gbanb,https://cdna.pcpartpicker.com/static/forever/images/product/283aa7c0cc9c6ff261b57cc8c4af51fe.256p.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Black / Yellow,
Sabrent ROCKET XTRM,https://pcpartpicker.com/product/wxstt6/sabrent-rocket-xtrm-4-tb-external-ssd-sb-xtrm-4tb,https://cdna.pcpartpicker.com/static/forever/images/product/3373f947117bfa851ba8e1c230eac427.256p.jpg,Portable,Thunderbolt,4000 GB,,Silver,
Apacer AS721,https://pcpartpicker.com/product/NWD7YJ/apacer-as721-1-tb-external-ssd-ap1tbas721b-1,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Black,
Apacer AS721,https://pcpartpicker.com/product/nw6p99/apacer-as721-500-gb-external-ssd-ap500gas721b-1,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,500 GB,,Black,
Apacer AS721,https://pcpartpicker.com/product/fkddnQ/apacer-as721-250-gb-external-ssd-ap250gas721b-1,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,250 GB,,Black,
Apacer AS722,https://pcpartpicker.com/product/4GGbt6/apacer-as722-1-tb-external-ssd-ap1tbas722b-1,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Black,
Seagate Backup Plus Portable,https://pcpartpicker.com/product/XChmP6/seagate-backup-plus-portable-5-tb-external-hard-drive-sthp5000600,https://cdna.pcpartpicker.com/static/forever/images/product/d5374c3b8bd0dc516a0827a2047bc963.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Black,
Samsung T7 Portable,https://pcpartpicker.com/product/xYGnTW/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0ram,https://cdna.pcpartpicker.com/static/forever/images/product/435b6cedbd6cf658ef4df939228b6666.256p.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,$0.250,Red / Silver,249.99
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/s7yqqs/western-digital-g-drive-mobile-1-tb-external-hard-drive-0g10264-1,https://cdna.pcpartpicker.com/static/forever/images/product/7bd5fe5b6091d468938cc53914e59502.256p.jpg,Portable,USB Type-C 3.2 Gen 1,1000 GB,,Silver,
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/DzH8TW/western-digital-g-drive-mobile-2-tb-external-hard-drive-0g10339-1,https://cdna.pcpartpicker.com/static/forever/images/product/d13bd3642ac984afc57ecedee354d4bc.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Silver,
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/wqwkcf/western-digital-g-drive-mobile-2-tb-external-hard-drive-0g10317-1,https://cdna.pcpartpicker.com/static/forever/images/product/a64fe17878320f0ef8664c693bc923b3.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Silver,
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/RpDkcf/western-digital-g-drive-mobile-4-tb-external-hard-drive-0g06074-1,https://cdna.pcpartpicker.com/static/forever/images/product/04a44b1bb6cd14a892c03e7be132cb87.256p.jpg,Portable,"USB Type-A 2.0, USB Type-C 3.2 Gen 1",4000 GB,,Silver,
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/y8ndnQ/seagate-backup-plus-ultra-touch-2-tb-external-hard-drive-sthh2000400,https://cdna.pcpartpicker.com/static/forever/images/product/2943194ab8ea42518747d261e45a64ca.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,Black,
Buslink DL-4TSDU31G2,https://pcpartpicker.com/product/RQDkcf/buslink-4-tb-external-ssd-dl-4tsdu31g2,https://cdna.pcpartpicker.com/static/forever/images/product/288d5ab732b621482816c442e5b57468.256p.jpg,Portable,USB Type-A 3.2 Gen 2,4000 GB,,Black,
Seagate Backup Plus Portable,https://pcpartpicker.com/product/PZkj4D/seagate-backup-plus-portable-5-tb-external-hard-drive-sthp5000402,https://cdna.pcpartpicker.com/static/forever/images/product/097d518a59877b0aa63ad09190a27e12.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Blue / White,
Seagate Backup Plus Portable,https://pcpartpicker.com/product/k3KcCJ/seagate-backup-plus-portable-4-tb-external-hard-drive-sthp4000402,https://cdna.pcpartpicker.com/static/forever/images/product/79adb6bb66f96ab08aa5543019ea1a62.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,,Blue / White,
Apricorn Aegis Fortress,https://pcpartpicker.com/product/DJJtt6/apricorn-aegis-fortress-512-gb-external-ssd-a25-3pl256-s512f,https://cdna.pcpartpicker.com/static/forever/images/product/befe2010a7db64f8e436941694783214.256p.jpg,Portable,USB Type-A 3.2 Gen 1,512 GB,$0.527,Black,269.99
Apricorn Apricorn Aegis Padlock,https://pcpartpicker.com/product/r2PKHx/apricom-apricorn-aegis-padlock-128-gb-external-ssd-a25-3pl256-s128f,https://cdna.pcpartpicker.com/static/forever/images/product/b774d153e54365e8c4556e6f055885ce.256p.jpg,Portable,USB Type-A 3.2 Gen 1,128 GB,,Black,
Buffalo Technology Americas MiniStation,https://pcpartpicker.com/product/DWkj4D/buffalo-technology-americas-ministation-2-tb-external-hard-drive-hd-pcf20u3bd,https://cdna.pcpartpicker.com/static/forever/images/product/9e408eb891da36ab6deb021333b28490.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,Black,
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/YGQG3C/apricom-aegis-padlock-fortress-2-tb-external-hard-drive-a25-3pl256-2000f,https://cdna.pcpartpicker.com/static/forever/images/product/d9faa26216e3e2f9b1c956bcdf981ccc.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.139,Black,277.98
Asus FX HDD,https://pcpartpicker.com/product/g7WBD3/asus-fx-hdd-2-tb-external-hard-drive-ehd-a2t,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 2,2000 GB,,Black,
Seagate Backup Plus Portable,https://pcpartpicker.com/product/8z8j4D/seagate-5-tb-external-hard-drive-stdr5000103,https://cdna.pcpartpicker.com/static/forever/images/product/90c66eb369bc5b7ef6df8dc57663e5d7.256p.jpg,Portable,USB Type-A 3.2 Gen 1,5000 GB,,Black,
