Name,Manufacturer,Part #,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Color,Brightness,Pixel Pitch,Widescreen,Curved Screen,Frame Sync,Built-in Speakers,VESA Mounting,Viewing Angle,Inputs
Philips 328E9FJAB,Philips ,328E9FJAB ,"31.5"" ",2560 x 1440 ,75 Hz ,4 ms ,VA ,16:9 ,Silver ,250 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Philips 326E8FJSB,Philips ,326E8FJSB ,"31.5"" ",2560 x 1440 ,75 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Philips 241B7QPJKEB,Philips ,241B7QPJKEB ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Philips 329P9H,Philips ,329P9H ,"31.5"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Black / Silver ,350 cd/m² ,0.182 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Planar PXN2470MW,Planar ,997-8227-00 ,"23.8"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Planar PXL3280W,Planar ,997-8425-00 ,"31.5"" ",2560 x 1440 ,60 Hz ,8 ms ,IPS ,16:9 ,,300 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 
Planar PXL2471MW,Planar ,997-7848-01 ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Planar PLN2200,Planar ,998-1329-00 ,"21.5"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,,250 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Planar PLN2400,Planar , 998-1330-00 | 998-1330-01 | ,"23.6"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,,250 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
MSI Optix MAG272R,MSI ,Optix MAG272R ,"27"" ",1920 x 1080 ,165 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
V7 L215ADS-2N,V7 ,L215ADS-2N ,"21.5"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
V7 L236VA-2N,V7 ,L236VA-2N ,"23.6"" ",1920 x 1080 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
V7 L28TN4K-2N,V7 ,L28TN4K-2N ,"28"" ",3840 x 2160 ,60 Hz ,2 ms ,TN ,16:9 ,Black ,300 cd/m² ,0.161 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DisplayPort | 3 x HDMI | 1 x VGA | 
V7 L27ADS-2N,V7 ,L27ADS-2N ,"27"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
V7 L27HAS2K-2N,V7 ,L27HAS2K-2N ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
V7 L270E-3N,V7 ,L270E-3N ,"27"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x HDMI | 1 x VGA | 
V7 L238E-2N,V7 ,L238E-2N ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
V7 L215E-2N,V7 ,L215E-2N ,"21.5"" ",1920 x 1080 ,,6 ms ,TN ,16:9 ,Black ,200 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,90° H x 65° V , 1 x DVI-D Dual Link | 1 x VGA | 
ViewEra V172BN2,ViewEra ,V172BN2 ,"17"" ",1280 x 1024 ,60 Hz ,5 ms ,TN ,5:4 ,Black ,250 cd/m² ,0.263 mm ,No ,No ,None ,Yes ,,170° H x 160° V , 1 x BNC | 1 x VGA | 
ViewEra V215HBM,ViewEra ,V215HBM ,"21.5"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x BNC | 2 x HDMI | 1 x VGA | 
ViewSonic VA708A,ViewSonic ,VA708A ,"17"" ",1280 x 1024 ,60 Hz ,5 ms ,TN ,5:4 ,Black ,250 cd/m² ,0.263 mm ,No ,No ,None ,No ,,170° H x 160° V ,1 x VGA 
ViewSonic VG2455,ViewSonic ,VG2455 ,"24"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
ViewSonic VP2458,ViewSonic ,VP2458 ,"23.8"" ",1920 x 1080 ,60 Hz ,7 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
ViewSonic XG2760,ViewSonic ,XG2760 ,"27"" ",2560 x 1440 ,165 Hz ,1 ms ,TN ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,G-Sync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x HDMI | 
ViewSonic VG2748,ViewSonic ,VG2748 ,"27"" ",1920 x 1080 ,60 Hz ,7 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
ViewSonic VG2765,ViewSonic ,VG2765 ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 1 x HDMI | 
ViewSonic Elite XG350R-C,ViewSonic ,XG350R-C ,"35"" ",3440 x 1440 ,100 Hz ,3 ms ,VA ,21:9 ,Black ,300 cd/m² ,0.238 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
ViewSonic VG3448,ViewSonic ,VG3448 ,"34"" ",3440 x 1440 ,60 Hz ,5 ms ,VA ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 2 x HDMI | 
ViewSonic VP3481,ViewSonic ,VP3481 ,"34"" ",3440 x 1440 ,100 Hz ,5 ms ,VA ,21:9 ,Black ,400 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
VIOTEK SUW49CR,VIOTEK ,SUW49CR ,"49"" ",3840 x 1080 ,144 Hz ,4 ms ,VA ,32:9 ,Silver / Black ,320 cd/m² ,0.312 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 3 x HDMI | 
Acer B206HQL Bympr,Acer ,UM.IB6AA.B01 ,"19.5"" ",1920 x 1080 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.225 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x VGA | 
Asus ProArt PA32UCX,Asus ,PA32UCX ,"32"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,1200 cd/m² ,0.184 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 3 x HDMI | 
LG 27BL65U-W,LG ,27BL65U-W ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,350 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 27BL85U,LG ,27BL85U ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,350 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 32BL95U-W,LG ,32BL95U-W ,"31.5"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,450 cd/m² ,0.182 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Samsung LS27R750QENXZA,Samsung ,LS27R750QENXZA ,"27"" ",2560 x 1440 ,144 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x Mini-DisplayPort | 1 x HDMI | 
Philips 328P6VUBREB,Philips , 328P6VUBREB | 328P6VUBREB/00 | ,"31.5"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,Silver ,600 cd/m² ,0.182 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer KA270HK bmjdppx,Acer , UM.HX0AA.005 | KA270HK BMJDPPX (UM.HX0AA.005) | ,"27"" ",3840 x 2160 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.156 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 
Acer HA270 Bbix,Acer ,UM.HW0AA.B01 ,"27"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer ER320HQ,Acer ,UM.JE0AA.003 ,"31.5"" ",1920 x 1080 ,60 Hz ,4 ms ,IPS ,16:9 ,White ,250 cd/m² ,0.363 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Acer HA230 Abi,Acer ,UM.VW0AA.A01 ,"23"" ",1920 x 1080 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,,0.265 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer EB321HQU Cbidpx,Acer ,UM.JE1AA.C01 ,"31.5"" ",2560 x 1440 ,60 Hz ,4 ms ,IPS ,16:9 ,Silver ,300 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Acer V246HQL bi,Acer ,UM.UV6AA.003 ,"23.6"" ",1920 x 1080 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
MSI Optix MAG322CR,MSI ,Optix MAG322CR ,"31.5"" ",1920 x 1080 ,180 Hz ,,VA ,16:9 ,Black ,300 cd/m² ,0.363 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Asus ProArt PA329C,Asus , PA329C | 90LM02CC-B02370 | 90LM02CC-B03370 | ,"32"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,600 cd/m² ,0.184 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 3 x HDMI | 
Asus CG32UQ,Asus , CG32UQ | 90LM04F0-B011B0 | 90LM04F0-B01170 | ,"31.5"" ",3840 x 2160 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,600 cd/m² ,0.182 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 3 x HDMI | 
Asus Designo MX27UCS,Asus ,MX27UCS ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,300 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
BenQ EW2480,BenQ , EW2480 | 9H.LJ3LA.TSE | ,"23.8"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V ,3 x HDMI 
Acer CB272 bmiprx,Acer , CB272 bmiprx | UM.HB2AA.001 | ,"27"" ",1920 x 1080 ,75 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Philips 271B8QTAA,Philips ,271B8QTAA ,"27"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Samsung LS24H851QFNXZA,Samsung , LS24H851QFNXZA | S24H851QFN | ,"23.8"" ",2560 x 1440 ,60 Hz ,5 ms ,PLS ,16:9 ,White ,,0.206 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
ViewSonic VP2785-2K,ViewSonic ,VP2785-2K ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,IPS ,16:9 ,Blue ,300 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
ViewSonic VX3258-PC-MHD,ViewSonic ,VX3258-PC-MHD ,"31.5"" ",1920 x 1080 ,165 Hz ,,VA ,16:9 ,Black ,250 cd/m² ,0.363 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
ViewSonic VG2448-PF,ViewSonic ,VG2448-PF ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
ViewSonic VG2456,ViewSonic ,VG2456 ,"23.8"" ",1920 x 1080 ,,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
ViewSonic VX2785-2K-MHDU,ViewSonic ,VX2785-2K-MHDU ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Samsung LS32R750UENXZA,Samsung ,LS32R750UENXZA ,"31.5"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.182 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x Mini-DisplayPort | 1 x HDMI | 
Acer XZ271U Abmiiphzx,Acer ,UM.HX1AA.A09 ,"27"" ",2560 x 1440 ,144 Hz ,,TN ,16:9 ,Black / Gray ,400 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync ,No ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
Acer B226HQL ymdr,Acer , UM.WB6AA.001 | B226HQL ymdr | B226HQL ymdr (UM.WB6AA.001) | ,"21.5"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI-D Dual Link | 1 x VGA | 
Acer CB271H,Acer ,UM.HB1AA.A02 ,"27"" ",1920 x 1080 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Acer B277 bmiprx,Acer ,UM.HB7AA.004 ,"27"" ",1920 x 1080 ,75 Hz ,6 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Acer HA270 Abi,Acer ,UM.HW0AA.A01 ,"27"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer BH276 Pbmiiprzx,Acer ,UM.HB6AA.P01 ,"27"" ",1920 x 1080 ,144 Hz ,1 ms ,TN ,16:9 ,Black ,400 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
Acer V247Y bi,Acer ,V247Y bi (UM.QV7AA.003) ,"23.8"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
HP P22h G4,HP ,9UJ12A8#ABA ,"21.5"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
HP E27d G4,HP ,6PA56A8#ABA ,"27"" ",2560 x 1440 ,60 Hz ,,IPS ,16:9 ,Silver ,300 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
BenQ EW2780Q,BenQ , EW2780Q | 9H.LJCLA.TBE | ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
NEC EA271Q-BK,NEC ,EA271Q-BK ,"27"" ",2560 x 1440 ,60 Hz ,6 ms ,PLS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 2 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 
NEC AS221F-BK,NEC ,AS221F-BK ,"21.5"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
NEC EA231WU-BK,NEC ,EA231WU-BK ,"22.5"" ",1920 x 1200 ,60 Hz ,5 ms ,IPS ,16:10 ,Black ,250 cd/m² ,0.252 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
ViewSonic VG2753,ViewSonic ,VG2753 ,"27"" ",1920 x 1080 ,60 Hz ,7 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 1 x HDMI | 1 x VGA | 
Planar PLL2251MW,Planar ,998-0412-00 ,"21.5"" ",1920 x 1080 ,60 Hz ,12.5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Philips 241B8QTAA,Philips ,241B8QTAA ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
LG LC24RG50FQNXZA,LG ,LC24RG50FQNXZA ,"23.5"" ",1920 x 1080 ,144 Hz ,4 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.271 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
AOC Q2790PQU/BT,AOC ,Q2790PQU/BT ,"27"" ",2560 x 1440 ,60 Hz ,4 ms ,IPS ,16:9 ,Black / Silver ,350 cd/m² ,0.233 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 1 x VGA | 
NEC LCD1960NXi,NEC ,LCD1960NXi ,"19"" ",1280 x 1024 ,60 Hz ,,IPS ,5:4 ,White / Black ,225 cd/m² ,0.294 mm ,No ,No ,None ,No ,,176° H x 176° V , 1 x DVI | 1 x VGA | 
Asus ROG Strix XG27WQ,Asus , XG27WQ | 90LM05I0-B01970 | ,"27"" ",2560 x 1440 ,165 Hz ,,VA ,16:9 ,Black / Red ,450 cd/m² ,0.233 mm ,Yes ,Yes ,FreeSync Premium Pro ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer ED323QUR widpx,Acer ,ED323QUR widpx ,"31.5"" ",2560 x 1440 ,75 Hz ,4 ms ,VA ,16:9 ,Silver / Gold ,250 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 
Acer K242HL bmidx,Acer ,UM.FX2AA.004 ,"24"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Acer V246HQL Cbi,Acer ,UM.UV6AA.C06 ,"23.6"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x HDMI | 1 x VGA | 
Acer ED270R PBIIPX,Acer ,UM.HE0AA.P01 ,"27"" ",1920 x 1080 ,165 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Dell P2219HE,Dell ,DELL-P2219HE ,"22"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black / Silver ,250 cd/m² ,0.254 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Dell E2318HE,Dell ,DELL-E2318HE ,"23"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.265 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x VGA | 
NEC AS19Mi-BK,NEC ,AS194MiBK ,"19"" ",1280 x 1024 ,60 Hz ,6 ms ,IPS ,5:4 ,Black ,250 cd/m² ,0.294 mm ,No ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
NEC AS241F-BK,NEC ,AS241FBK ,"23.8"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
HP E24d G4,HP ,6PA50A8#ABA ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver / Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Philips 252B9,Philips ,252B9 ,"25"" ",1920 x 1200 ,60 Hz ,5 ms ,IPS ,16:10 ,Black ,300 cd/m² ,0.28 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Acer XF270HU Cbmiiprx,Acer , XF270HU Cbmiiprx | UM.HX0AA.C03 | ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,TN ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
VIOTEK GN35LD,VIOTEK ,GN35LD ,"35"" ",2560 x 1080 ,144 Hz ,,VA ,21:9 ,Black / Red ,300 cd/m² ,0.32 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 
VIOTEK NB32CB,VIOTEK ,NB32CB ,"32"" ",1920 x 1080 ,75 Hz ,5 ms ,VA ,16:9 ,Black ,,0.369 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
VIOTEK GFI27QXA,VIOTEK ,GFI27QXA ,"27"" ",3840 x 2160 ,144 Hz ,5 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.156 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,Yes ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
BenQ BL2483,BenQ ,BL2483 ,"24"" ",1920 x 1080 ,60 Hz ,1 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
Acer X38P,Acer , X38P | UM.TX0EE.P04 | ,"37.5"" ",3840 x 1600 ,175 Hz ,,IPS ,12:5 ,Black ,450 cd/m² ,0.229 mm ,Yes ,Yes ,G-Sync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Philips 246E9QDSB,Philips , 246E9QDSB | 246E9QDSB/27 | ,"23.8"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Silver ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DVI-D Single Link | 1 x HDMI | 1 x VGA | 
Lenovo 66A1GCCBUS,Lenovo ,66A1GCCBUS ,"34"" ",3440 x 1440 ,144 Hz ,,VA ,21:9 ,Black ,350 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
ViewSonic VS2210-h,ViewSonic ,VS2210-h ,"21.5"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
