Name,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Thread Count,Performance Core Clock,Performance Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Efficiency Core Clock,Efficiency Core Boost Clock,Model
Intel Core i9-14900K,Intel ,BX8071514900K ,Intel Core i9 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,24.0,32.0,3.2 GHz ,6 GHz ,32 MB ,36 MB ,125 W ,Intel UHD Graphics 770 ,192 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes: Hyper-Threading ,2.4 GHz ,4.4 GHz ,
AMD Ryzen 5 7500F,AMD ,100-000000597 ,AMD Ryzen 5 ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,3.7 GHz ,5 GHz ,6 MB ,32 MB ,65 W ,None ,128 GB ,Yes ,No ,OEM/Tray ,5 nm ,No ,Yes ,,,
Intel Core Ultra 7 265K,Intel ,BX80768265K ,Intel Core Ultra 7 ,Arrow Lake ,Arrow Lake ,LGA1851 ,20.0,20.0,3.9 GHz ,5.5 GHz ,36 MB ,30 MB ,125 W ,Intel Xe ,256 GB ,Yes ,No ,Boxed ,3 nm ,No ,No ,3.3 GHz ,4.6 GHz ,
AMD Threadripper 3990X,AMD ,100-100000163WOF ,AMD Threadripper ,Zen 2 ,Castle Peak ,sTRX4 ,64.0,128.0,2.9 GHz ,4.3 GHz ,32 MB ,256 MB ,280 W ,None ,1024 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes ,,,
Intel Core Ultra 9 285K,Intel ,BX80768285K ,Intel Core Ultra 9 ,Arrow Lake ,Arrow Lake ,LGA1851 ,24.0,24.0,3.7 GHz ,5.7 GHz ,40 MB ,36 MB ,125 W ,Intel Xe ,256 GB ,Yes ,No ,Boxed ,3 nm ,No ,No ,3.2 GHz ,4.6 GHz ,
AMD Ryzen 7 5800X3D,AMD ,100-100000651WOF ,AMD Ryzen 7 ,Zen 3 ,Vermeer-X ,AM4 ,8.0,16.0,3.4 GHz ,4.5 GHz ,4 MB ,96 MB ,105 W ,None ,128 GB ,No ,No ,Boxed ,7 nm ,No ,Yes ,,,
AMD Ryzen 5 7600,AMD ,100-100001015BOX ,AMD Ryzen 5 ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,3.8 GHz ,5.1 GHz ,6 MB ,32 MB ,65 W ,Radeon ,128 GB ,Yes ,Yes ,Boxed ,5 nm ,Yes ,Yes ,,,
AMD Ryzen 9 7900X,AMD ,100-100000589WOF ,AMD Ryzen 9 ,Zen 4 ,Raphael ,AM5 ,12.0,24.0,4.7 GHz ,5.6 GHz ,12 MB ,64 MB ,170 W ,Radeon ,128 GB ,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Core i5-12600KF,Intel ,BX8071512600KF ,Intel Core i5 ,Alder Lake ,Alder Lake ,LGA1700 ,10.0,16.0,3.7 GHz ,4.9 GHz ,9.5 MB ,20 MB ,125 W ,None ,128 GB ,No ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.8 GHz ,3.6 GHz ,
AMD Ryzen 9 9950X,AMD ,100-100001277WOF ,AMD Ryzen 9 ,Zen 5 ,Granite Ridge ,AM5 ,16.0,32.0,4.3 GHz ,5.7 GHz ,16 MB ,64 MB ,170 W ,Radeon ,192 GB ,Yes ,No ,Boxed ,4 nm ,No ,Yes ,,,
AMD Ryzen 5 8500G,AMD ,100-100000931BOX ,AMD Ryzen 5 ,Zen 4 ,Phoenix 2 ,AM5 ,6.0,12.0,4.1 GHz ,5 GHz ,6 MB ,16 MB ,65 W ,Radeon 740M ,,No ,Yes ,Boxed ,4 nm ,Yes ,Yes ,3.3 GHz ,3.7 GHz ,
Intel Core i5-14400F,Intel ,BX8071514400F ,Intel Core i5 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,10.0,16.0,2.5 GHz ,4.7 GHz ,9.5 MB ,20 MB ,65 W ,None ,192 GB ,Yes ,Yes ,Boxed ,7 nm ,Yes ,Yes: Hyper-Threading ,1.8 GHz ,3.5 GHz ,
AMD Ryzen 5 7500X3D,AMD ,100-100001904WOF ,AMD Ryzen 5 ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,4 GHz ,4.5 GHz ,6 MB ,96 MB ,65 W ,Radeon ,128 GB ,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
AMD Ryzen 9 5950X,AMD ,100-100000059WOF ,AMD Ryzen 9 ,Zen 3 ,Vermeer ,AM4 ,16.0,32.0,3.4 GHz ,4.9 GHz ,8 MB ,64 MB ,105 W ,None ,128 GB ,No ,No ,Boxed ,7 nm ,No ,Yes ,,,
AMD Ryzen 5 5600G,AMD ,100-100000252BOX ,AMD Ryzen 5 ,Zen 3 ,Cezanne ,AM4 ,6.0,12.0,3.9 GHz ,4.4 GHz ,3 MB ,16 MB ,65 W ,Radeon Vega 7 ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
AMD Ryzen 3 3200G,AMD , Ryzen 3 3200G | YD3200C5FHBOX | ,AMD Ryzen 3 ,Zen+ ,Picasso ,AM4 ,4.0,4.0,3.6 GHz ,4 GHz ,2 MB ,4 MB ,65 W ,Radeon Vega 8 ,64 GB ,No ,Yes ,Boxed ,12 nm ,Yes ,No ,,,
AMD Ryzen 7 5700G,AMD ,100-100000263BOX ,AMD Ryzen 7 ,Zen 3 ,Cezanne ,AM4 ,8.0,16.0,3.8 GHz ,4.6 GHz ,4 MB ,16 MB ,65 W ,Radeon Vega 8 ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
Intel Core i7-12700KF,Intel ,BX8071512700KF ,Intel Core i7 ,Alder Lake ,Alder Lake ,LGA1700 ,12.0,20.0,3.6 GHz ,5 GHz ,12 MB ,25 MB ,125 W ,None ,128 GB ,No ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.7 GHz ,3.8 GHz ,
AMD Ryzen 5 7600X3D,AMD ,100-100001721WOF ,AMD Ryzen 5 ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,4.1 GHz ,4.7 GHz ,6 MB ,96 MB ,65 W ,Radeon ,128 GB ,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Core i5-12600K,Intel ,BX8071512600K ,Intel Core i5 ,Alder Lake ,Alder Lake ,LGA1700 ,10.0,16.0,3.7 GHz ,4.9 GHz ,9.5 MB ,20 MB ,125 W ,Intel UHD Graphics 770 ,128 GB ,No ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.8 GHz ,3.6 GHz ,
AMD Ryzen 5 5600XT,AMD ,100-100001585BOX ,AMD Ryzen 5 ,Zen 3 ,Vermeer ,AM4 ,6.0,12.0,3.7 GHz ,4.7 GHz ,3 MB ,32 MB ,65 W ,None ,128 GB ,Yes ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
AMD Ryzen 7 3700X,AMD , Ryzen 7 3700X | 100-100000071BOX | ,AMD Ryzen 7 ,Zen 2 ,Matisse ,AM4 ,8.0,16.0,3.6 GHz ,4.4 GHz ,4 MB ,32 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
AMD Ryzen 9 5900X,AMD ,100-100000061WOF ,AMD Ryzen 9 ,Zen 3 ,Vermeer ,AM4 ,12.0,24.0,3.7 GHz ,4.8 GHz ,6 MB ,64 MB ,105 W ,None ,128 GB ,No ,No ,Boxed ,7 nm ,No ,Yes ,,,
Intel Core i5-14600KF,Intel ,BX8071514600KF ,Intel Core i5 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,14.0,20.0,3.5 GHz ,5.3 GHz ,20 MB ,24 MB ,125 W ,None ,192 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes: Hyper-Threading ,2.6 GHz ,4 GHz ,
Intel Core Ultra 7 265KF,Intel ,BX80768265KF ,Intel Core Ultra 7 ,Arrow Lake ,Arrow Lake ,LGA1851 ,20.0,20.0,3.9 GHz ,5.5 GHz ,36 MB ,30 MB ,125 W ,None ,256 GB ,No ,No ,Boxed ,3 nm ,No ,No ,3.3 GHz ,4.6 GHz ,
AMD Ryzen 7 5700X3D,AMD ,100-100001503WOF ,AMD Ryzen 7 ,Zen 3 ,Vermeer-X ,AM4 ,8.0,16.0,3 GHz ,4.1 GHz ,4 MB ,96 MB ,105 W ,None ,128 GB ,No ,No ,Boxed ,7 nm ,No ,Yes ,,,
Intel Core i3-12100F,Intel ,BX8071512100F ,Intel Core i3 ,Alder Lake ,Alder Lake ,LGA1700 ,4.0,8.0,3.3 GHz ,4.3 GHz ,5 MB ,12 MB ,58 W ,None ,128 GB ,No ,Yes ,Boxed ,10 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Ryzen 9 9900X3D,AMD , 100-1000001368WOF | AMD-Ryzen-9-9900X3D | 100-100001368WOF | ,AMD Ryzen 9 ,Zen 5 ,Granite Ridge ,AM5 ,12.0,24.0,4.4 GHz ,5.5 GHz ,12 MB ,128 MB ,120 W ,Radeon ,192 GB ,Yes ,No ,Boxed ,4 nm ,No ,Yes ,,,
AMD Ryzen 7 5700,AMD , 100-000000743BOX | 100-100000743BOX | Ryzen 7 5700 | ,AMD Ryzen 7 ,Zen 3 ,Cezanne ,AM4 ,8.0,16.0,3.7 GHz ,4.6 GHz ,4 MB ,16 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
Intel Core i7-12700K,Intel ,BX8071512700K ,Intel Core i7 ,Alder Lake ,Alder Lake ,LGA1700 ,12.0,20.0,3.6 GHz ,5 GHz ,12 MB ,25 MB ,125 W ,Intel UHD Graphics 770 ,128 GB ,No ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.7 GHz ,3.8 GHz ,
Intel Core i5-14600K,Intel ,BX8071514600K ,Intel Core i5 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,14.0,20.0,3.5 GHz ,5.3 GHz ,20 MB ,24 MB ,125 W ,Intel UHD Graphics 770 ,192 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes: Hyper-Threading ,2.6 GHz ,4 GHz ,
Intel Core i9-12900K,Intel ,BX8071512900K ,Intel Core i9 ,Alder Lake ,Alder Lake ,LGA1700 ,16.0,24.0,3.2 GHz ,5.2 GHz ,14 MB ,30 MB ,125 W ,Intel UHD Graphics 770 ,128 GB ,No ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.4 GHz ,3.9 GHz ,
AMD Ryzen 5 5600GT,AMD ,100-100001488BOX ,AMD Ryzen 5 ,Zen 3 ,Cezanne ,AM4 ,6.0,12.0,3.6 GHz ,4.6 GHz ,3 MB ,16 MB ,65 W ,Radeon Vega 7 ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
Intel Core Ultra 5 225F,Intel ,BX80768225F ,Intel Core Ultra 5 ,Arrow Lake ,Arrow Lake ,LGA1851 ,10.0,10.0,3.3 GHz ,4.9 GHz ,22 MB ,20 MB ,65 W ,None ,256 GB ,No ,Yes ,Boxed ,3 nm ,Yes ,No ,2.7 GHz ,4.4 GHz ,
AMD Ryzen 5 8400F,AMD ,100-100001591BOX ,AMD Ryzen 5 ,Zen 4 ,Phoenix 1 ,AM5 ,6.0,12.0,4.2 GHz ,4.7 GHz ,6 MB ,16 MB ,65 W ,None ,256 GB ,No ,Yes ,Boxed ,4 nm ,Yes ,Yes ,,,
Intel Core Ultra 5 245K,Intel ,BX80768245K ,Intel Core Ultra 5 ,Arrow Lake ,Arrow Lake ,LGA1851 ,14.0,14.0,4.2 GHz ,5.2 GHz ,26 MB ,24 MB ,125 W ,Intel Xe ,256 GB ,Yes ,No ,Boxed ,3 nm ,No ,No ,3.6 GHz ,4.6 GHz ,
Intel Core i7-14700KF,Intel ,BX8071514700KF ,Intel Core i7 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,20.0,28.0,3.4 GHz ,5.6 GHz ,28 MB ,33 MB ,125 W ,None ,192 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes: Hyper-Threading ,2.5 GHz ,4.3 GHz ,
AMD Ryzen 7 8700F,AMD ,100-100001590BOX ,AMD Ryzen 7 ,Zen 4 ,Phoenix 1 ,AM5 ,8.0,16.0,4.1 GHz ,5 GHz ,8 MB ,16 MB ,65 W ,None ,256 GB ,No ,Yes ,Boxed ,4 nm ,Yes ,Yes ,,,
AMD Ryzen 7 7800X3D,AMD ,100-000000910 ,AMD Ryzen 7 ,Zen 4 ,Raphael ,AM5 ,8.0,16.0,4.2 GHz ,5 GHz ,8 MB ,96 MB ,120 W ,Radeon ,128 GB ,Yes ,No ,OEM/Tray ,5 nm ,No ,Yes ,,,
AMD Ryzen 9 5900XT,AMD ,100-100001581WOF ,AMD Ryzen 9 ,Zen 3 ,Vermeer ,AM4 ,16.0,32.0,3.3 GHz ,4.8 GHz ,8 MB ,64 MB ,105 W ,None ,128 GB ,No ,No ,Boxed ,7 nm ,No ,Yes ,,,
Intel Core i7-14700F,Intel ,BX8071514700F ,Intel Core i7 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,20.0,28.0,2.1 GHz ,5.4 GHz ,28 MB ,33 MB ,65 W ,None ,192 GB ,Yes ,Yes ,Boxed ,7 nm ,Yes ,Yes: Hyper-Threading ,1.5 GHz ,4.2 GHz ,
AMD Ryzen 7 7700,AMD ,100-100000592BOX ,AMD Ryzen 7 ,Zen 4 ,Raphael ,AM5 ,8.0,16.0,3.6 GHz ,5.3 GHz ,8 MB ,32 MB ,65 W ,Radeon ,128 GB ,Yes ,Yes ,Boxed ,5 nm ,Yes ,Yes ,,,
AMD Ryzen 9 7950X3D,AMD ,100-100000908WOF ,AMD Ryzen 9 ,Zen 4 ,Raphael ,AM5 ,16.0,32.0,4.2 GHz ,5.7 GHz ,16 MB ,128 MB ,120 W ,Radeon ,128 GB ,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Core i5-10400F,Intel ,BX8070110400F ,Intel Core i5 ,Comet Lake ,Comet Lake ,LGA1200 ,6.0,12.0,2.9 GHz ,4.3 GHz ,1.5 MB ,12 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 4500,AMD ,100-100000644BOX ,AMD Ryzen 5 ,Zen 2 ,Renoir-X ,AM4 ,6.0,12.0,3.6 GHz ,4.1 GHz ,3 MB ,8 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
AMD Ryzen 7 8700G,AMD ,100-100001236BOX ,AMD Ryzen 7 ,Zen 4 ,Phoenix 1 ,AM5 ,8.0,16.0,4.2 GHz ,5.1 GHz ,8 MB ,16 MB ,65 W ,Radeon 780M ,,No ,Yes ,Boxed ,4 nm ,Yes ,Yes ,,,
AMD Ryzen 3 4100,AMD ,100-100000510BOX ,AMD Ryzen 3 ,Zen 2 ,Renoir-X ,AM4 ,4.0,8.0,3.8 GHz ,4 GHz ,2 MB ,4 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
Intel Core Ultra 5 245KF,Intel ,BX80768245KF ,Intel Core Ultra 5 ,Arrow Lake ,Arrow Lake ,LGA1851 ,14.0,14.0,4.2 GHz ,5.2 GHz ,26 MB ,24 MB ,125 W ,None ,256 GB ,No ,No ,Boxed ,3 nm ,No ,No ,3.6 GHz ,4.6 GHz ,
AMD Ryzen 5 2600,AMD ,YD2600BBAFBOX ,AMD Ryzen 5 ,Zen+ ,Pinnacle Ridge ,AM4 ,6.0,12.0,3.4 GHz ,3.9 GHz ,3 MB ,15.99 MB ,65 W ,None ,64 GB ,No ,Yes ,Boxed ,12 nm ,Yes ,Yes ,,,
Intel Core i9-14900KF,Intel ,BX8071514900KF ,Intel Core i9 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,24.0,32.0,3.2 GHz ,6 GHz ,32 MB ,36 MB ,125 W ,None ,192 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes: Hyper-Threading ,2.4 GHz ,4.4 GHz ,
Intel Core i7-9700K,Intel ,BX80684I79700K ,Intel Core i7 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,8.0,8.0,3.6 GHz ,4.9 GHz ,2 MB ,12 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,Boxed ,14 nm ,No ,No ,,,
Intel Core i5-13400F,Intel ,BX8071513400F ,Intel Core i5 ,Raptor Lake ,Raptor Lake ,LGA1700 ,10.0,16.0,2.5 GHz ,4.6 GHz ,9.5 MB ,20 MB ,65 W ,None ,192 GB ,No ,Yes ,Boxed ,10 nm ,Yes ,Yes: Hyper-Threading ,1.8 GHz ,3.3 GHz ,
Intel Core i9-14900KS,Intel ,BX8071514900KS ,Intel Core i9 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,24.0,32.0,3.2 GHz ,6.2 GHz ,32 MB ,36 MB ,150 W ,Intel UHD Graphics 770 ,192 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes: Hyper-Threading ,2.4 GHz ,4.5 GHz ,
Intel Core i3-14100F,Intel ,BX8071514100F ,Intel Core i3 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,4.0,8.0,3.5 GHz ,4.7 GHz ,5 MB ,12 MB ,58 W ,None ,192 GB ,Yes ,Yes ,Boxed ,7 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 7500F,AMD ,100-100000597BOX ,AMD Ryzen 5 ,Zen 4 ,Raphael ,AM5 ,6.0,12.0,3.7 GHz ,5 GHz ,6 MB ,32 MB ,65 W ,None ,128 GB ,Yes ,Yes ,Boxed ,5 nm ,Yes ,Yes ,,,
Intel Core i7-8700K,Intel ,BX80684I78700K ,Intel Core i7 ,Coffee Lake ,Coffee Lake ,LGA1151 ,6.0,12.0,3.7 GHz ,4.7 GHz ,1.5 MB ,12 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 8600G,AMD ,100-100001237BOX ,AMD Ryzen 5 ,Zen 4 ,Phoenix 1 ,AM5 ,6.0,12.0,4.3 GHz ,5 GHz ,6 MB ,16 MB ,65 W ,Radeon 760M ,,No ,Yes ,Boxed ,4 nm ,Yes ,Yes ,,,
Intel Core 2 Duo E8400,Intel ,EU80570PJ0806M ,Intel Core 2 Duo ,Wolfdale ,Wolfdale ,LGA775 ,2.0,2.0,3 GHz ,,6 MB ,0 MB ,65 W ,None ,,No ,No ,OEM/Tray ,45 nm ,No ,No ,,,
AMD Ryzen 9 7900X3D,AMD ,100-100000909WOF ,AMD Ryzen 9 ,Zen 4 ,Raphael ,AM5 ,12.0,24.0,4.4 GHz ,5.6 GHz ,12 MB ,128 MB ,120 W ,Radeon ,128 GB ,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Core i7-7700K,Intel ,BX80677I77700K ,Intel Core i7 ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,4.0,8.0,4.2 GHz ,4.5 GHz ,1 MB ,8 MB ,91 W ,Intel HD Graphics 630 ,64 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Ryzen 9 7950X,AMD ,100-100000514WOF ,AMD Ryzen 9 ,Zen 4 ,Raphael ,AM5 ,16.0,32.0,4.5 GHz ,5.7 GHz ,16 MB ,64 MB ,170 W ,Radeon ,128 GB ,Yes ,No ,Boxed ,5 nm ,No ,Yes ,,,
Intel Core i9-9900K,Intel ,BX80684I99900K ,Intel Core i9 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,8.0,16.0,3.6 GHz ,5 GHz ,2 MB ,16 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 3600X,AMD , Ryzen 5 3600X | 100-100000022BOX | ,AMD Ryzen 5 ,Zen 2 ,Matisse ,AM4 ,6.0,12.0,3.8 GHz ,4.4 GHz ,3 MB ,32 MB ,95 W ,None ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
Intel Core i5-13600K,Intel , BX8071513600K | i5-13600K | ,Intel Core i5 ,Raptor Lake ,Raptor Lake ,LGA1700 ,14.0,20.0,3.5 GHz ,5.1 GHz ,20 MB ,24 MB ,125 W ,Intel UHD Graphics 770 ,192 GB ,Yes ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.6 GHz ,3.9 GHz ,
Intel Core i7-13700K,Intel , BX8071513700K | i7-13700K | ,Intel Core i7 ,Raptor Lake ,Raptor Lake ,LGA1700 ,16.0,24.0,3.4 GHz ,5.4 GHz ,24 MB ,30 MB ,125 W ,Intel UHD Graphics 770 ,192 GB ,Yes ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.5 GHz ,4.2 GHz ,
AMD Ryzen 7 2700X,AMD ,YD270XBGAFBOX ,AMD Ryzen 7 ,Zen+ ,Pinnacle Ridge ,AM4 ,8.0,16.0,3.7 GHz ,4.3 GHz ,4 MB ,16 MB ,105 W ,None ,64 GB ,No ,Yes ,Boxed ,12 nm ,Yes ,Yes ,,,
AMD Ryzen 9 3900X,AMD , Ryzen 9 3900X | 100-100000023BOX | ,AMD Ryzen 9 ,Zen 2 ,Matisse ,AM4 ,12.0,24.0,3.8 GHz ,4.6 GHz ,6 MB ,64 MB ,105 W ,None ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
Intel Core i9-13900K,Intel , BX8071513900K | i9-13900K | ,Intel Core i9 ,Raptor Lake ,Raptor Lake ,LGA1700 ,24.0,32.0,3 GHz ,5.8 GHz ,32 MB ,36 MB ,125 W ,Intel UHD Graphics 770 ,192 GB ,Yes ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.2 GHz ,4.3 GHz ,
AMD Ryzen 5 3400G,AMD , Ryzen 5 3400G | YD3400C5FHBOX | ,AMD Ryzen 5 ,Zen+ ,Picasso ,AM4 ,4.0,8.0,3.7 GHz ,4.2 GHz ,2 MB ,4 MB ,65 W ,Radeon Vega 11 ,64 GB ,No ,Yes ,Boxed ,12 nm ,Yes ,Yes ,,,
Intel Core i7-10700K,Intel ,BX8070110700K ,Intel Core i7 ,Comet Lake ,Comet Lake ,LGA1200 ,8.0,16.0,3.8 GHz ,5.1 GHz ,2 MB ,16 MB ,125 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Core i5-9400F,Intel ,BX80684I59400F ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,2.9 GHz ,4.1 GHz ,1.5 MB ,9 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
AMD Threadripper 3970X,AMD ,100-100000011WOF ,AMD Threadripper ,Zen 2 ,Castle Peak ,sTRX4 ,32.0,64.0,3.7 GHz ,4.5 GHz ,16 MB ,128 MB ,280 W ,None ,512 GB ,Yes ,No ,Boxed ,7 nm ,No ,Yes ,,,
Intel Core i7-6700K,Intel ,BX80662I76700K ,Intel Core i7 ,Skylake ,Skylake-S ,LGA1151 ,4.0,8.0,4 GHz ,4.2 GHz ,1 MB ,8 MB ,91 W ,Intel HD Graphics 530 ,64 GB ,No ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Ryzen 7 7700,AMD ,100-000000592 ,AMD Ryzen 7 ,Zen 4 ,Raphael ,AM5 ,8.0,16.0,3.6 GHz ,5.3 GHz ,8 MB ,32 MB ,65 W ,Radeon ,128 GB ,Yes ,No ,OEM/Tray ,5 nm ,No ,Yes ,,,
Intel Core i9-12900KF,Intel ,BX8071512900KF ,Intel Core i9 ,Alder Lake ,Alder Lake ,LGA1700 ,16.0,24.0,3.2 GHz ,5.2 GHz ,14 MB ,30 MB ,125 W ,None ,128 GB ,No ,No ,Boxed ,10 nm ,No ,Yes: Hyper-Threading ,2.4 GHz ,3.9 GHz ,
AMD Ryzen 9 7900,AMD ,100-100000590BOX ,AMD Ryzen 9 ,Zen 4 ,Raphael ,AM5 ,12.0,24.0,3.7 GHz ,5.4 GHz ,12 MB ,64 MB ,65 W ,Radeon ,128 GB ,Yes ,Yes ,Boxed ,5 nm ,Yes ,Yes ,,,
AMD Ryzen 5 2600X,AMD ,YD260XBCAFBOX ,AMD Ryzen 5 ,Zen+ ,Pinnacle Ridge ,AM4 ,6.0,12.0,3.6 GHz ,4.2 GHz ,3 MB ,15.99 MB ,95 W ,None ,64 GB ,No ,Yes ,Boxed ,12 nm ,Yes ,Yes ,,,
Intel Core i5-12400,Intel ,BX8071512400 ,Intel Core i5 ,Alder Lake ,Alder Lake ,LGA1700 ,6.0,12.0,2.5 GHz ,4.4 GHz ,7.5 MB ,18 MB ,65 W ,Intel UHD Graphics 730 ,128 GB ,No ,Yes ,Boxed ,10 nm ,Yes ,Yes: Hyper-Threading ,,,
Intel Core i5-11400F,Intel ,BX8070811400F ,Intel Core i5 ,Rocket Lake ,Rocket Lake-S ,LGA1200 ,6.0,12.0,2.6 GHz ,4.4 GHz ,3 MB ,12 MB ,65 W ,None ,128 GB ,No ,Yes ,Boxed ,14 nm ,Yes ,Yes: Hyper-Threading ,,,
AMD Ryzen 5 5500GT,AMD ,100-100001489BOX ,AMD Ryzen 5 ,Zen 3 ,Cezanne ,AM4 ,6.0,12.0,3.6 GHz ,4.4 GHz ,3 MB ,16 MB ,65 W ,Radeon Vega 7 ,128 GB ,No ,Yes ,Boxed ,7 nm ,Yes ,Yes ,,,
AMD Ryzen 5 9600,AMD ,100-100000718BOX ,AMD Ryzen 5 ,Zen 5 ,Granite Ridge ,AM5 ,6.0,12.0,3.8 GHz ,5.2 GHz ,6 MB ,32 MB ,65 W ,Radeon ,192 GB ,Yes ,Yes ,Boxed ,4 nm ,Yes ,Yes ,,,
Intel Celeron G3930,Intel ,BX80677G3930 ,Intel Celeron ,Kaby Lake ,Kaby Lake-S ,LGA1151 ,2.0,2.0,2.9 GHz ,,0.5 MB ,2 MB ,51 W ,Intel HD Graphics 610 ,64 GB ,Yes ,Yes ,Boxed ,14 nm ,Yes ,No ,,,
Intel Core i5-9600K,Intel ,BX80684I59600K ,Intel Core i5 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,6.0,6.0,3.7 GHz ,4.6 GHz ,1.5 MB ,9 MB ,95 W ,Intel UHD Graphics 630 ,128 GB ,No ,No ,Boxed ,14 nm ,No ,No ,,,
Intel Core Ultra 5 225,Intel ,BX80768225 ,Intel Core Ultra 5 ,Arrow Lake ,Arrow Lake ,LGA1851 ,10.0,10.0,3.3 GHz ,4.9 GHz ,22 MB ,20 MB ,65 W ,Intel Xe ,256 GB ,No ,Yes ,Boxed ,3 nm ,Yes ,No ,2.7 GHz ,4.4 GHz ,
Intel Core i5-14400,Intel ,BX8071514400 ,Intel Core i5 ,Raptor Lake Refresh ,Raptor Lake Refresh ,LGA1700 ,10.0,16.0,2.5 GHz ,4.7 GHz ,9.5 MB ,20 MB ,65 W ,Intel UHD Graphics 730 ,192 GB ,Yes ,Yes ,Boxed ,7 nm ,Yes ,Yes: Hyper-Threading ,1.8 GHz ,3.5 GHz ,
