Name,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader
Patriot Viper Elite II 32 GB,Patriot ,PVE2432G400C0K ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Red / Black ,10 ns ,20 ,1.4 V ,20-26-26-46 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 32 GB,Kingston ,KF564C32BBEAK2-32 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.258 ,Black ,10 ns ,32 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Lexar THOR 32 GB,Lexar ,LD4BU016G-R3200GDXG ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Renegade 32 GB,Kingston ,KF572C38RWAK2-32 ,DDR5-7200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Silver ,10.556 ns ,38 ,1.45 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 32 GB,Corsair ,CMK32GX5M2B6400C32 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black ,10 ns ,32 ,1.4 V ,32-40-40-84 ,Non-ECC / Unbuffered ,Yes 
Patriot Viper Elite 5 Ultra RGB 96 GB,Patriot ,VEUR596G6028K ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 48GB ,$16.146 ,Black ,9.333 ns ,28 ,1.4 V ,28-40-40-100 ,Non-ECC / Unbuffered ,Yes 
Crucial CT2K32G4LFQ4213 64 GB,Crucial ,CT2K32G4LFQ4213 ,DDR4-2133 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
ADATA XPG SPECTRIX D60G 16 GB,ADATA ,AX4U320038G16A-DT60 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 32 GB,G.Skill ,F5-6400J3239G16GX2-TZ5S ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White / Black ,10 ns ,32 ,1.4 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 32 GB,Corsair ,CMK32GX5M2B6400Z32 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black / Gray ,10 ns ,32 ,1.4 V ,32-40-40-84 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 32 GB,Kingston ,KF564C32BBEK2-32 ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$19.531 ,Black ,10 ns ,32 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Acer Predator Vesta II RGB 32 GB,Acer , BL.9BWWR.327 | VESTA2-32GB-6000-1R8-V1 | ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,10 ns ,30 ,1.35 V ,30-38-38-76 ,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Turbine 32 GB,Silicon Power ,SP032GXLZU320BDA ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,$7.187 ,Blue ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws S5 64 GB,G.Skill ,F5-6800J3445G32GX2-RS5K ,DDR5-6800 ,288-pin DIMM (DDR5) ,2 x 32GB ,$15.609 ,Black ,10 ns ,34 ,1.4 V ,34-45-45-108 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 64 GB,Kingston ,KF556C40BBK2-64 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,$14.189 ,Black ,14.286 ns ,40 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 128 GB,Kingston ,KF556C36BBEK2-128 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 64GB ,$17.500 ,Black ,12.857 ns ,36 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Crucial CT8G4RFS424A 8 GB,Crucial ,CT8G4RFS424A ,DDR4-2400 ,288-pin DIMM (DDR4) ,1 x 8GB ,$6.124 ,Green / Black ,14.167 ns ,17 ,1.2 V ,,ECC / Registered ,No 
G.Skill Trident Z RGB 64 GB,G.Skill ,F4-3200C16D-64GTZR ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,$9.062 ,Black ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Renegade 32 GB,Kingston ,KF436C16RB1K2/32 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black ,8.889 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 64 GB,Corsair ,CMK64GX5M4B6000C36 ,DDR5-6000 ,288-pin DIMM (DDR5) ,4 x 16GB ,$16.969 ,Black ,12 ns ,36 ,1.35 V ,36-36-36-76 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Create Expert 32 GB,TEAMGROUP ,TTCED432G3600HC18JDC01 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,$8.281 ,Gray ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Create Expert 48 GB,TEAMGROUP ,CTCED548G7200HC34ADC01 ,DDR5-7200 ,288-pin DIMM (DDR5) ,2 x 24GB ,$15.625 ,Black ,9.444 ns ,34 ,1.4 V ,34-42-42-84 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 16 GB,Corsair ,CMW16GX4M2D3600C18W ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,$10.812 ,White ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Royal Neo 32 GB,G.Skill ,F5-6000J2636H16GX2-TR5NS ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$23.437 ,Silver ,8.667 ns ,26 ,1.45 V ,26-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 32 GB,Kingston ,KF556C36BWEAK2-32 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,12.857 ns ,36 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Thermaltake TOUGHRAM XG RGB 64 GB,Thermaltake ,RG06R432GX2-4000C19B ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 32GB ,$8.594 ,White / Silver ,9.5 ns ,19 ,1.35 V ,19-23-23-42 ,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 16 GB,Kingston ,HX421C14FBK2/16 ,DDR4-2133 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / White ,13.127 ns ,14 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 64 GB,TEAMGROUP ,FF4D564G6000HC38JDC01 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$14.687 ,White ,12.667 ns ,38 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,FF3D532G7200HC34ADC01 ,DDR5-7200 ,288-pin DIMM (DDR5) ,2 x 16GB ,$19.375 ,Black / White ,9.444 ns ,34 ,1.4 V ,34-42-42-84 ,Non-ECC / Unbuffered ,Yes 
PNY Performance 8 GB,PNY ,MD8GSD43200-TB ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,13.75 ns ,22 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Crucial CT32G3ELSDQ4186D 32 GB,Crucial ,CT32G3ELSDQ4186D ,DDR3-1866 ,240-pin DIMM (DDR3) ,1 x 32GB ,$1.843 ,Blue / Silver ,11.79 ns ,11 ,1.5 V ,,ECC / Unbuffered ,Yes 
Crucial CT2K16G4DFRA266 32 GB,Crucial ,CT2K16G4DFRA266 ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 16GB ,$6.993 ,Green ,14.254 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Aegis 32 GB,G.Skill ,F4-3000C16D-32GISB ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,$7.469 ,Red / Black ,10.667 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,No 
Corsair Dominator Platinum RGB 32 GB,Corsair ,CMT32GX5M2B5200C40 ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,$14.375 ,Black / Silver ,15.385 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB 32 GB,Corsair ,CMH32GX5M2B6200C36W ,DDR5-6200 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.343 ,White ,11.613 ns ,36 ,1.3 V ,36-39-39-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 RGB 32 GB,G.Skill ,F5-5600J3636C16GX2-TZ5RK ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black ,12.857 ns ,36 ,1.2 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
Thermaltake TOUGHRAM 16 GB,Thermaltake ,R020D408GX2-4000C19A ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,$10.311 ,White / Silver ,9.5 ns ,19 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2D3600C16 ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Yellow ,8.889 ns ,16 ,1.35 V ,16-19-19-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 64 GB,Corsair ,CMW64GX4M2E3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 32GB ,,Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Titanium 48 GB,Corsair ,CMP48GX5M2X7200C36W ,DDR5-7200 ,288-pin DIMM (DDR5) ,2 x 24GB ,,White ,10 ns ,36 ,1.4 V ,36-46-46-116 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast RGB 32 GB,Kingston ,KF560C36BBEA-32 ,DDR5-6000 ,288-pin DIMM (DDR5) ,1 x 32GB ,$13.748 ,Black ,12 ns ,36 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 32 GB,G.Skill ,F4-3600C18D-32GVW ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 16GB ,,White / Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
ADATA XPG LANCER RGB 32 GB,ADATA ,AX5U6000C3016G-DCLARWH ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,10 ns ,30 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro SL 32 GB,Corsair ,CMH32GX4M4E3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,$9.656 ,Black ,10 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 32 GB,Corsair ,CMW32GX4M4C3200C16W ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 8GB ,,White ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Lexar Ares RGB 2nd Gen 32 GB,Lexar ,LD5U16G60C26BR-RGD ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,8.667 ns ,26 ,1.45 V ,26-36-36-68 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Royal 32 GB,G.Skill ,F5-7200J3445G16GX2-TR5S ,DDR5-7200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Silver ,9.444 ns ,34 ,1.4 V ,34-45-45-115 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Create Expert 64 GB,TEAMGROUP ,CTCWD564G6000HC34BDC01 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$13.594 ,White ,11.333 ns ,34 ,1.3 V ,34-44-44-84 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,FF3D532G5200HC40CDC01 ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.625 ,Black ,15.385 ns ,40 ,1.25 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan 16 GB,TEAMGROUP ,FLRD516G5200HC40C01 ,DDR5-5200 ,288-pin DIMM (DDR5) ,1 x 16GB ,,Red ,15.385 ns ,40 ,1.25 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M2A2666C16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 8GB ,$8.937 ,Black / Yellow ,12.003 ns ,16 ,1.2 V ,16-18-18-35 ,Non-ECC / Unbuffered ,Yes 
Kingston FURY Beast 16 GB,Kingston ,KF548C38BBK2-16 ,DDR5-4800 ,288-pin DIMM (DDR5) ,2 x 8GB ,,Black ,15.833 ns ,38 ,1.1 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 16 GB,G.Skill ,F4-4000C15D-16GVK ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 8GB ,$9.938 ,Black ,7.5 ns ,15 ,1.5 V ,15-16-16-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 32 GB,G.Skill ,F4-3200C14D-32GTZR ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,$22.656 ,Black ,8.75 ns ,14 ,1.35 V ,14-14-14-34 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 8 GB,G.Skill ,F4-3200C16S-8GTZR ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,10 ns ,16 ,1.35 V ,16-18-18-38 ,Non-ECC / Unbuffered ,Yes 
ADATA XPG GAMMIX D10 16 GB,ADATA ,AX4U300038G16-DBG ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / White ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Sport LT 16 GB,Crucial ,BLS2K8G4D32AESBK ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M1D3000C16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 16GB ,$8.374 ,Black ,10.667 ns ,16 ,1.35 V ,16-20-20-38 ,Non-ECC / Unbuffered ,Yes 
OLOy WarHawk RGB 16 GB,OLOy ,MD4U083618BEDA ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 8GB ,$8.999 ,Black / White ,10 ns ,18 ,1.35 V ,18-20-20-40 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 64 GB,Corsair ,CMT64GX5M2B5600Z40 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,$25.364 ,Black ,14.286 ns ,40 ,1.25 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
OLOy MD4U083016BJDA 16 GB,OLOy ,MD4U083016BJDA ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10.667 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Kingston ValueRAM 16 GB,Kingston ,KCP424ND8/16 ,DDR4-2400 ,288-pin DIMM (DDR4) ,1 x 16GB ,$8.119 ,Green / Black ,14.167 ns ,17 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill NS 4 GB,G.Skill ,F3-1600C11S-4GNS ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 4GB ,,Black ,13.75 ns ,11 ,1.5 V ,,Non-ECC / Unbuffered ,No 
Kingston FURY Beast RGB 128 GB,Kingston ,KF552C40BBAK4-128 ,DDR5-5200 ,288-pin DIMM (DDR5) ,4 x 32GB ,,Black ,15.385 ns ,40 ,1.25 V ,,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 8 GB,Kingston ,HX432C18FB2/8 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black / Silver ,11.25 ns ,18 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Neo 32 GB,G.Skill ,F5-6000J3636F16GX2-TZ5N ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$15.000 ,Black ,12 ns ,36 ,1.35 V ,36-36-36-96 ,Non-ECC / Unbuffered ,No 
G.Skill Trident Z5 CK RGB 48 GB,G.Skill ,F5-8400C4052G24GX2-TZ5CRK ,DDR5-8400 ,288-pin DIMM (DDR5) ,2 x 24GB ,$14.583 ,Black ,9.524 ns ,40 ,1.4 V ,40-52-52-134 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Royal 48 GB,G.Skill ,F5-8400J4052G24GX2-TR5G ,DDR5-8400 ,288-pin DIMM (DDR5) ,2 x 24GB ,$13.958 ,Gold ,9.524 ns ,40 ,1.4 V ,40-52-52-134 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Royal Neo RGB 64 GB,G.Skill ,F5-6000J2636G32GX2-TR5NS ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,,Silver ,8.667 ns ,26 ,1.4 V ,26-36-36-96 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 64 GB,G.Skill ,F4-3600C16Q-64GTZNC ,DDR4-3600 ,288-pin DIMM (DDR4) ,4 x 16GB ,$13.041 ,Black / Silver ,8.889 ns ,16 ,1.35 V ,16-19-19-39 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Neo RGB 32 GB,G.Skill ,F5-6000J2636G16GX2-TZ5NR ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,8.667 ns ,26 ,1.4 V ,26-36-36-96 ,Non-ECC / Unbuffered ,Yes 
Lexar Ares RGB 32 GB,Lexar ,LD5EU016G-R6400GDLA ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black / Silver ,10 ns ,32 ,1.4 V ,32-38-38-76 ,Non-ECC / Unbuffered ,Yes 
SK Hynix HMA451U6AFR8N-TF 4 GB,SK Hynix ,HMA451U6AFR8N-TF ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 4GB ,,,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
V-Color TD48G26S819-VC 8 GB,V-Color ,TD48G26S819-VC ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,14.254 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Corsair Dominator Titanium 32 GB,Corsair ,CMP32GX5M2B6000Z30 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$18.562 ,Gray ,10 ns ,30 ,1.4 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 64 GB,Corsair ,CMK64GX5M2B6600C32 ,DDR5-6600 ,288-pin DIMM (DDR5) ,2 x 32GB ,,Black / Gray ,9.697 ns ,32 ,1.4 V ,32-39-39-76 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Vulcan 32 GB,TEAMGROUP ,FLBD532G6000HC38GDC01 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,Black ,12.667 ns ,38 ,1.25 V ,38-46-46-76 ,Non-ECC / Unbuffered ,Yes 
ADATA XPG Lancer Blade 16 GB,ADATA ,AX5U6000C3016G-SLABBK ,DDR5-6000 ,288-pin DIMM (DDR5) ,1 x 16GB ,,Black ,10 ns ,30 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Corsair ValueSelect 16 GB,Corsair ,CMV16GX4M1A2133C15 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 16GB ,$8.062 ,Black ,14.065 ns ,15 ,1.2 V ,15-15-15-36 ,Non-ECC / Unbuffered ,No 
Corsair Vengeance LPX 8 GB,Corsair ,CMK8GX4M1Z3600C18 ,DDR4-3600 ,288-pin DIMM (DDR4) ,1 x 8GB ,$10.124 ,Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
Klevv FIT V 32 GB,Klevv ,KD5AGU880-64B300F ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,9.375 ns ,30 ,1.4 V ,30-38-38-78 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Titanium 32 GB,Corsair ,CMP32GX5M2X6600C32W ,DDR5-6600 ,288-pin DIMM (DDR5) ,2 x 16GB ,$19.125 ,White ,9.697 ns ,32 ,1.4 V ,32-39-39-76 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 32 GB,Corsair ,CMK32GX4M2B3200C16 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Yellow ,10 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 32 GB,Corsair ,CMW32GX4M2A2666C16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 16GB ,$8.718 ,Black ,12.003 ns ,16 ,1.2 V ,16-18-18-35 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum RGB 64 GB,Corsair ,CMT64GX5M2B6000C30 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$18.265 ,Black ,10 ns ,30 ,1.4 V ,30-36-36-76 ,Non-ECC / Unbuffered ,Yes 
Kingston ValueRAM 4 GB,Kingston ,KVR26N19S6/4 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 4GB ,$16.440 ,Green / Black ,14.254 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Kingston ValueRAM 4 GB,Kingston ,KVR32N22S6/4 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 4GB ,$17.573 ,Green ,13.75 ns ,22 ,1.2 V ,,Non-ECC / Unbuffered ,No 
Patriot Viper 3 8 GB,Patriot ,PV38G160C9K ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 4GB ,$3.624 ,Black / Silver ,11.25 ns ,9 ,1.5 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws M5 RGB 64 GB,G.Skill ,F5-6800J3445G32GX2-RM5RW ,DDR5-6800 ,288-pin DIMM (DDR5) ,2 x 32GB ,$15.625 ,White ,10 ns ,34 ,1.4 V ,34-45-45-108 ,Non-ECC / Unbuffered ,Yes 
Kingston HyperX Fury 16 GB,Kingston ,HX426C16FB3/16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Black ,12.003 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
ADATA XPG Lancer Blade RGB 32 GB,ADATA ,AX5U6000C3016G-DTLABRWH ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,10 ns ,30 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance 16 GB,Corsair ,CMSX16GX5M2A4800C40 ,DDR5-4800 ,262-pin SODIMM (DDR5) ,2 x 8GB ,$13.999 ,Black / White ,16.667 ns ,40 ,1.1 V ,40-40-40-77 ,Non-ECC / Unbuffered ,No 
Corsair Vengeance RGB 32 GB,Corsair ,CMH32GX5M2B6000C40 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$13.656 ,Black ,13.333 ns ,40 ,1.35 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB 64 GB,Corsair ,CMH64GX5M2B6000Z40 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,,Black ,13.333 ns ,40 ,1.35 V ,40-40-40-77 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 Neo RGB 32 GB,G.Skill ,F5-6400J3039G16GX2-TZ5RW ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.187 ,White ,9.375 ns ,30 ,1.4 V ,30-39-39-102 ,Non-ECC / Unbuffered ,Yes 
TEAMGROUP T-Force Delta RGB 32 GB,TEAMGROUP ,FF4D532G5200HC40CDC01 ,DDR5-5200 ,288-pin DIMM (DDR5) ,2 x 16GB ,,White ,15.385 ns ,40 ,1.25 V ,40-40-40-76 ,Non-ECC / Unbuffered ,Yes 
Silicon Power SP008GBLFU320X02 8 GB,Silicon Power ,SP008GBLFU320X02 ,DDR4-3200 ,288-pin DIMM (DDR4) ,1 x 8GB ,$9.996 ,,13.75 ns ,22 ,1.2 V ,,Non-ECC / Unbuffered ,No 
ADATA XPG GAMMIX D30 16 GB,ADATA ,AX4U320038G16-DR30 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Silver / Black ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB Pro 128 GB,Corsair ,CMW128GX4M4X4000C18 ,DDR4-4000 ,288-pin DIMM (DDR4) ,4 x 32GB ,,Black ,9 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z RGB 96 GB,G.Skill ,F5-6400J3239F48GX2-TZ5RK ,DDR5-6400 ,288-pin DIMM (DDR5) ,2 x 48GB ,$12.511 ,Black ,10 ns ,32 ,1.35 V ,32-39-39-102 ,Non-ECC / Unbuffered ,Yes 
G.Skill Flare X5 64 GB,G.Skill ,F5-5600J3636D32GX2-FX5 ,DDR5-5600 ,288-pin DIMM (DDR5) ,2 x 32GB ,$12.500 ,Black / White ,12.857 ns ,36 ,1.25 V ,36-36-36-89 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance RGB 32 GB,Corsair ,CMH32GX5M2B6000C36 ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 16GB ,$17.250 ,Black / Silver ,12 ns ,36 ,1.25 V ,36-38-38-76 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z Neo 64 GB,G.Skill ,F4-3600C18D-64GTZN ,DDR4-3600 ,288-pin DIMM (DDR4) ,2 x 32GB ,$9.375 ,Silver / Black ,10 ns ,18 ,1.35 V ,18-22-22-42 ,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z5 64 GB,G.Skill ,F5-6000J3238G32GX2-TZ5N ,DDR5-6000 ,288-pin DIMM (DDR5) ,2 x 32GB ,$12.891 ,Black / Silver ,10.667 ns ,32 ,1.4 V ,32-38-38-96 ,Non-ECC / Unbuffered ,Yes 
Silicon Power XPOWER Zenith RGB Gaming 16 GB,Silicon Power ,SP016GXLWU600FSH ,DDR5-6000 ,288-pin DIMM (DDR5) ,1 x 16GB ,$13.123 ,White ,13.333 ns ,40 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
