Name,URL,Image,Core Count,Performance Core Clock,Performance Core Boost Clock,Microarchitecture,TDP,Integrated Graphics,Price
Intel Celeron G6900,https://pcpartpicker.com/product/QKbTwP/intel-celeron-g6900-34-ghz-dual-core-processor-bx80715g6900,https://cdna.pcpartpicker.com/static/forever/images/product/9741c4e0d5347f8b94409b0414f416db.256p.jpg,2,3.4 GHz,,Alder Lake,46 W,Intel UHD Graphics 710,117.19
Intel Xeon E-2276G,https://pcpartpicker.com/product/w6Dkcf/intel-xeon-e-2276g-38-thz-6-core-oemtray-processor-cm8068404227703,https://cdna.pcpartpicker.com/static/forever/images/product/d487244031c8650aa28b1bd94389f83e.256p.jpg,6,3.8 GHz,4.9 GHz,Coffee Lake Refresh,80 W,Intel HD Graphics P630,
Intel Core i7-4930K,https://pcpartpicker.com/product/pvphP6/intel-cpu-bx80633i74930k,https://cdna.pcpartpicker.com/static/forever/images/product/a1466e1823404679892cb38473e6c5fd.256p.jpg,6,3.4 GHz,3.9 GHz,Ivy Bridge,130 W,None,98.00
Intel Core i3-8100T,https://pcpartpicker.com/product/ftKcCJ/intel-core-i3-8100t-31ghz-quad-core-oemtray-processor-cm8068403377415,/static/forever/img/no-image.png,4,3.1 GHz,,Coffee Lake,35 W,Intel UHD Graphics 630,
AMD FX-8300,https://pcpartpicker.com/product/qmrcCJ/amd-cpu-fd8300wmhkbox,https://images-fe.ssl-images-amazon.com/images/I/51OQzB3bsDL.jpg,8,3.3 GHz,,Piledriver,95 W,None,106.06
AMD Ryzen 5 2600,https://pcpartpicker.com/product/6Nvqqs/amd-ryzen-5-2600-34-ghz-6-core-oemtray-processor-yd2600bbm6iaf,https://m.media-amazon.com/images/I/31XEept+wTL.jpg,6,3.4 GHz,3.9 GHz,Zen+,65 W,None,
Intel Xeon E5-2687W,https://pcpartpicker.com/product/7Jckcf/intel-cpu-bx80621e52687w,https://m.media-amazon.com/images/I/51aCm4fKEJL.jpg,8,3.1 GHz,3.8 GHz,Sandy Bridge,150 W,None,
Intel Core i5-13500T,https://pcpartpicker.com/product/TsbTwP/intel-core-i5-13500t-16-ghz-14-core-oemtray-processor-cm8071505092901,/static/forever/img/no-image.png,14,1.6 GHz,4.6 GHz,Raptor Lake,35 W,Intel UHD Graphics 770,
AMD Ryzen 5 3400G,https://pcpartpicker.com/product/vnQfrH/amd-ryzen-5-3400g-37-ghz-quad-core-oemtray-processor-yd3400c5m4mfh,https://cdna.pcpartpicker.com/static/forever/images/product/fd7b679a51670fc1161384cf95ba464f.256p.jpg,4,3.7 GHz,4.2 GHz,Zen+,65 W,Radeon Vega 11,
Intel Core i5-4570T,https://pcpartpicker.com/product/PhM323/intel-cpu-bx80646i54570t,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,2,2.9 GHz,,Haswell,35 W,Intel HD Graphics 4600,74.00
AMD Phenom II X4 820,https://pcpartpicker.com/product/8g7wrH/amd-cpu-hdx820wfk4fgi,https://cdna.pcpartpicker.com/static/forever/images/product/d02d6ea62fae83eabde90fb02321d5ec.256p.jpg,4,2.8 GHz,,K10,95 W,None,48.02
AMD Threadripper 2970WX,https://pcpartpicker.com/product/LRXnTW/amd-threadripper-2970wx-3-ghz-24-core-processor-yd297xazafwof,https://cdna.pcpartpicker.com/static/forever/images/product/25622925b568c0fbb39f61b0383c39b4.256p.jpg,24,3 GHz,4.2 GHz,Zen+,250 W,None,1188.88
Intel Pentium E2220,https://pcpartpicker.com/product/fWsKHx/intel-cpu-bx80557e2220,https://images-na.ssl-images-amazon.com/images/I/51jpGWUTAKL.jpg,2,2.4 GHz,,Core,65 W,None,31.90
Intel Xeon E5-2620,https://pcpartpicker.com/product/2Q8Zxr/intel-cpu-cm8063501288301,/static/forever/img/no-image.png,6,2 GHz,,Sandy Bridge,95 W,None,32.02
Intel Core i3-10320,https://pcpartpicker.com/product/tZPgXL/intel-core-i3-10320-38-ghz-quad-core-processor-bx8070110320,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,4,3.8 GHz,4.6 GHz,Comet Lake,65 W,Intel UHD Graphics 630,120.00
AMD Ryzen 3 3200G,https://pcpartpicker.com/product/P3CFf7/amd-ryzen-3-3200g-36-ghz-quad-core-oemtray-processor-yd3200c5m4mfh,https://cdna.pcpartpicker.com/static/forever/images/product/1367e7b7cd727836ed3685b95c2be94e.256p.jpg,4,3.6 GHz,4 GHz,Zen+,65 W,Radeon Vega 8,
AMD Ryzen 9 3900X,https://pcpartpicker.com/product/pQ3H99/amd-ryzen-9-3900x-36-ghz-12-core-oemtray-processor-100-000000023,https://cdna.pcpartpicker.com/static/forever/images/product/24ff507103b5ff52377621b24930dddd.256p.jpg,12,3.8 GHz,4.6 GHz,Zen 2,105 W,None,
AMD Athlon 3000G (14nm),https://pcpartpicker.com/product/GdFKHx/amd-athlon-3000g-35-ghz-dual-core-oemtray-processor-yd3000c6m2ofh,https://cdna.pcpartpicker.com/static/forever/images/product/888490b03ca5aedfcd98c2f7363d2ed9.256p.jpg,2,3.5 GHz,,Zen,35 W,Radeon Vega 3,
Intel Core 2 Quad Q9300,https://pcpartpicker.com/product/MzrG3C/intel-cpu-eu80580pj0606m,https://cdna.pcpartpicker.com/static/forever/images/product/74d128654a0f8f6aa738094c2911bfe9.256p.jpg,4,2.5 GHz,,Yorkfield,95 W,None,38.04
Intel Core i7-5960X,https://pcpartpicker.com/product/TcQypg/intel-cpu-bx80648i75960x,https://cdna.pcpartpicker.com/static/forever/images/product/cba263028a1b6a8e4f8960837de3c83a.256p.jpg,8,3 GHz,3.5 GHz,Haswell,140 W,None,
AMD EPYC 4564P,https://pcpartpicker.com/product/ppXV3C/amd-epyc-4564p-45-ghz-16-core-processor-100-100001476wof,https://cdna.pcpartpicker.com/static/forever/images/product/bd024a4feb6bc64debca06eba27ce0c7.256p.jpg,16,4.5 GHz,5.7 GHz,Zen 4,170 W,Radeon,558.21
Intel Core i7-7800X,https://pcpartpicker.com/product/ymtWGX/intel-core-i7-7800x-35ghz-6-core-processor-bx80673i77800x,https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,6,3.5 GHz,4 GHz,Skylake,140 W,None,269.99
Intel Core i7-8086K,https://pcpartpicker.com/product/CgqhP6/intel-core-i7-8086k-4ghz-6-core-processor-bx80684i78086k,https://cdna.pcpartpicker.com/static/forever/images/product/452fefc7712153b364268a36d1674efb.256p.jpg,6,4 GHz,5 GHz,Coffee Lake,95 W,Intel UHD Graphics 630,
AMD Ryzen 9 PRO 7945,https://pcpartpicker.com/product/jTrqqs/amd-ryzen-9-pro-7945-37-ghz-12-core-oemtray-processor-100-000000598,https://cdna.pcpartpicker.com/static/forever/images/product/0060e87b1c0093626f67e76793e68c41.256p.jpg,12,3.7 GHz,5.4 GHz,Zen 4,65 W,Radeon,
AMD Ryzen 3 1200 (12nm),https://pcpartpicker.com/product/Wkyqqs/amd-ryzen-3-1200-12nm-31-ghz-quad-core-processor-yd1200bbafbox,https://cdna.pcpartpicker.com/static/forever/images/product/2718f93893c0e844d4eb23c81d86b009.256p.jpg,4,3.1 GHz,3.4 GHz,Zen+,65 W,None,82.02
Intel Core i9-9900,https://pcpartpicker.com/product/GWMwrH/intel-core-i9-9900-31-ghz-8-core-processor-bx80684i99900,https://cdna.pcpartpicker.com/static/forever/images/product/da9f3c4ba2ab5a3be4a1342ab47e0afc.256p.jpg,8,3.1 GHz,5 GHz,Coffee Lake Refresh,65 W,Intel UHD Graphics 630,348.02
Intel Core i5-14500T,https://pcpartpicker.com/product/dYV2FT/intel-core-i5-14500t-17-ghz-14-core-oemtray-processor-cm8071505092904,/static/forever/img/no-image.png,14,1.7 GHz,4.8 GHz,Raptor Lake Refresh,35 W,Intel UHD Graphics 770,
Intel Core i7-7700K,https://pcpartpicker.com/product/73jWGX/intel-core-i7-7700k-42ghz-quad-core-oemtray-processor-cm8067702868535,https://cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,4,4.2 GHz,4.5 GHz,Kaby Lake,91 W,Intel HD Graphics 630,
Intel Xeon E5-2683 V4,https://pcpartpicker.com/product/B2mxFT/intel-cpu-cm8066002023604,https://images-na.ssl-images-amazon.com/images/I/413etY4sE5L.jpg,16,2.1 GHz,3 GHz,Broadwell,120 W,None,329.95
Intel Xeon E5-2697 V2,https://pcpartpicker.com/product/prTmP6/intel-cpu-bx80635e52697v2,https://cdna.pcpartpicker.com/static/forever/images/product/e26bc40699d464c3ba4d51efadbea29b.256p.jpg,12,2.7 GHz,3.5 GHz,Ivy Bridge,130 W,None,
Intel Core i7-7820X,https://pcpartpicker.com/product/C2dFf7/intel-i7-7820x-36ghz-8-core-processor-bx80673i77820x,https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,8,3.6 GHz,4.5 GHz,Skylake,140 W,None,349.99
Intel Core i5-8600,https://pcpartpicker.com/product/XMTPxr/intel-core-i5-8600-31ghz-6-core-processor-bx80684i58600,https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,6,3.1 GHz,4.3 GHz,Coffee Lake,65 W,Intel UHD Graphics 630,
Intel Pentium Gold G7400,https://pcpartpicker.com/product/KsBG3C/intel-pentium-gold-g7400-37-ghz-dual-core-processor-bx80715g7400,https://cdna.pcpartpicker.com/static/forever/images/product/eb5f4691a0ee2ac68328fbedd3956538.256p.jpg,2,3.7 GHz,,Alder Lake,46 W,Intel UHD Graphics 710,
Intel Core i5-7600,https://pcpartpicker.com/product/3pWrxr/intel-core-i5-7600-35ghz-quad-core-processor-bx80677i57600,https://cdna.pcpartpicker.com/static/forever/images/product/0c2441d24af10b2aff285308b4e32d03.256p.jpg,4,3.5 GHz,4.1 GHz,Kaby Lake,65 W,Intel HD Graphics 630,
Intel Core i9-13900T,https://pcpartpicker.com/product/Y4Fbt6/intel-core-i9-13900t-11-ghz-24-core-oemtray-processor-cm8071504820403,/static/forever/img/no-image.png,24,1.1 GHz,5.3 GHz,Raptor Lake,35 W,Intel UHD Graphics 770,
Intel Core i9-10900,https://pcpartpicker.com/product/wW7p99/intel-core-i9-10900-28-ghz-10-core-processor-bx8070110900,https://cdna.pcpartpicker.com/static/forever/images/product/2c0e54afceb3b128eef552ffa7b488ee.256p.jpg,10,2.8 GHz,5.2 GHz,Comet Lake,65 W,Intel UHD Graphics 630,
AMD FX-4350,https://pcpartpicker.com/product/pQphP6/amd-cpu-fd4350frhkbox,https://cdna.pcpartpicker.com/static/forever/images/product/47df61e58e95efb22c12e87a7ed34236.med.256p.jpg,4,4.2 GHz,,Piledriver,125 W,None,78.02
Intel Core i7-7700,https://pcpartpicker.com/product/RPhj4D/intel-core-i7-7700-36ghz-quad-core-oemtray-processor-cm8067702868314,https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,4,3.6 GHz,4.2 GHz,Kaby Lake,65 W,Intel HD Graphics 630,329.95
Intel Core i7-6700,https://pcpartpicker.com/product/9gJkcf/intel-cpu-cm8066201920103,https://cdna.pcpartpicker.com/static/forever/images/product/0781bce0501e1b38460c9f7bc2bf3714.256p.jpg,4,3.4 GHz,4 GHz,Skylake,65 W,Intel HD Graphics 530,389.95
Intel Xeon E5-2683 V4,https://pcpartpicker.com/product/T6rcCJ/intel-cpu-bx80660e52683v4,https://cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg,16,2.1 GHz,3 GHz,Broadwell,120 W,None,1998.95
Intel Core i3-3220,https://pcpartpicker.com/product/dZphP6/intel-cpu-bx80637i33220,https://m.media-amazon.com/images/I/51KcX5RvY4L.jpg,2,3.3 GHz,,Ivy Bridge,55 W,Intel HD Graphics 2500,
Intel Core i9-12900F,https://pcpartpicker.com/product/vDXJ7P/intel-core-i9-12900f-24-ghz-16-core-processor-bx8071512900f,https://cdna.pcpartpicker.com/static/forever/images/product/c709a7db2862582c1870c1b399fd7499.256p.jpg,16,2.4 GHz,5.1 GHz,Alder Lake,65 W,None,369.99
Intel Core i9-7920X,https://pcpartpicker.com/product/x3648d/intel-core-i9-7920x-29ghz-12-core-processor-bx80673i97920x,https://cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,12,2.9 GHz,4.4 GHz,Skylake,140 W,None,395.00
AMD A8-9600,https://pcpartpicker.com/product/4ZkwrH/amd-a8-9600-31ghz-quad-core-processor-ad9600agabbox,https://cdna.pcpartpicker.com/static/forever/images/product/a7ec5caa9d29563e0a61282a46758a91.256p.jpg,4,3.1 GHz,3.4 GHz,Excavator,65 W,Radeon R7 (on-die),
Intel Pentium G4560,https://pcpartpicker.com/product/8gKhP6/intel-pentium-g4560-35ghz-dual-core-processor-bx80677g4560,https://cdna.pcpartpicker.com/static/forever/images/product/78d5a83458df76aaff6112c60d482ff2.256p.jpg,2,3.5 GHz,,Kaby Lake,54 W,Intel HD Graphics 610,59.00
Intel Core i3-550,https://pcpartpicker.com/product/BDg323/intel-cpu-bx80616i3550,/static/forever/img/no-image.png,2,3.2 GHz,,Westmere,73 W,Intel HD Graphics,129.94
AMD FX-6350,https://pcpartpicker.com/product/HqGkcf/amd-cpu-fd6350frhkbox,https://m.media-amazon.com/images/I/31AmQD+WfrL.jpg,6,3.9 GHz,,Piledriver,125 W,None,
Intel Core i7-920,https://pcpartpicker.com/product/tzrG3C/intel-cpu-bx80601920,https://images-na.ssl-images-amazon.com/images/I/51caAnBbK%2BL.jpg,4,2.66 GHz,,Nehalem,130 W,None,80.00
AMD Ryzen 5 5600XT,https://pcpartpicker.com/product/MQCZxr/amd-ryzen-5-5600xt-37-ghz-6-core-oemtray-processor-100-000001585,https://cdna.pcpartpicker.com/static/forever/images/product/a5984c355b088bf1632eca98efd25f8f.256p.jpg,6,3.7 GHz,4.7 GHz,Zen 3,65 W,None,
Intel Xeon E5-2690 V4,https://pcpartpicker.com/product/fNcMnQ/intel-cpu-bx80660e52690v4,https://cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg,14,2.6 GHz,3.5 GHz,Broadwell,135 W,None,
Intel Core i7-9700K,https://pcpartpicker.com/product/6DVD4D/intel-core-i7-9700k-36ghz-8-core-oemtray-processor-cm8068403874212,https://cdna.pcpartpicker.com/static/forever/images/product/fec30788a4d41b1c00c195dc6dffb4e9.256p.jpg,8,3.6 GHz,4.9 GHz,Coffee Lake Refresh,95 W,Intel UHD Graphics 630,
AMD FX-8320E,https://pcpartpicker.com/product/kfrcCJ/amd-cpu-fd832ewmhkbox,https://m.media-amazon.com/images/I/41lJqX+INGL.jpg,8,3.2 GHz,4 GHz,Piledriver,95 W,None,148.02
AMD Ryzen 5 7400,https://pcpartpicker.com/product/GjgZxr/amd-ryzen-5-7400-33-ghz-6-core-oemtray-processor-100-000001900,/static/forever/img/no-image.png,6,3.3 GHz,4.3 GHz,Zen 4,65 W,Radeon,
Intel Core i7-7800X,https://pcpartpicker.com/product/sbJkcf/intel-core-i7-7800x-35ghz-6-core-oemtray-processor-cd8067303287002,https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,6,3.5 GHz,4 GHz,Skylake,140 W,None,80.70
Intel Core i9-7900X,https://pcpartpicker.com/product/GmtWGX/intel-core-i9-7900x-33ghz-10-core-processor-bx80673i97900x,https://cdna.pcpartpicker.com/static/forever/images/product/934aeb46f8ae9d26bed3d673b7c635c9.256p.jpg,10,3.3 GHz,4.5 GHz,Skylake,140 W,None,
Intel Core i5-8400T,https://pcpartpicker.com/product/4mF48d/intel-core-i5-8400t-17ghz-6-core-oemtray-processor-cm8068403358913,https://images-eu.ssl-images-amazon.com/images/I/41wcBEPMK1L.jpg,6,1.7 GHz,3.3 GHz,Coffee Lake,35 W,Intel UHD Graphics 630,113.37
Intel Core i7-2700K,https://pcpartpicker.com/product/CNCwrH/intel-cpu-bx80623i72700k,https://m.media-amazon.com/images/I/51iIPrsq5TL.jpg,4,3.5 GHz,,Sandy Bridge,95 W,Intel HD Graphics 3000,
Intel Core i3-12100T,https://pcpartpicker.com/product/9vDQzy/intel-core-i3-12100t-22-ghz-quad-core-oemtray-processor-cm8071504651106,https://cdna.pcpartpicker.com/static/forever/images/product/37a75ae4d16234910c87ae465dfc89da.256p.jpg,4,2.2 GHz,4.1 GHz,Alder Lake,35 W,Intel UHD Graphics 730,
AMD FX-8370,https://pcpartpicker.com/product/2WGj4D/amd-cpu-fd8370frhkbox,https://images-na.ssl-images-amazon.com/images/I/51fI4VaLoDL.jpg,8,4 GHz,4.3 GHz,Piledriver,125 W,None,252.02
Intel Core i9-7980XE,https://pcpartpicker.com/product/mzzZxr/intel-core-i9-7980xe-26ghz-18-core-oemtray-processor-cd8067303734902,https://cdna.pcpartpicker.com/static/forever/images/product/86dc01a773c3d1f95ea91de2819a7848.256p.jpg,18,2.6 GHz,4.4 GHz,Skylake,165 W,None,1489.95
AMD Athlon II 160u,https://pcpartpicker.com/product/T32rxr/amd-cpu-ad160ueak13gq,/static/forever/img/no-image.png,1,1.8 GHz,,K10,20 W,None,
Intel Core i7-4770K,https://pcpartpicker.com/product/9ttWGX/intel-cpu-cm8064601464206,https://m.media-amazon.com/images/I/51xECV-vJkL.jpg,4,3.5 GHz,3.9 GHz,Haswell,84 W,Intel HD Graphics 4600,
AMD Phenom II X4 940 Black,https://pcpartpicker.com/product/Kr8Zxr/amd-cpu-hdz940xcgibox,https://images-na.ssl-images-amazon.com/images/I/41VmbmyHXpL.jpg,4,3 GHz,,K10,125 W,None,
Intel Core i5-4440,https://pcpartpicker.com/product/Qs9KHx/intel-cpu-bx80646i54440,https://cdna.pcpartpicker.com/static/forever/images/product/0d6a3724134faabbccc1898c4f27c1dc.256p.jpg,4,3.1 GHz,3.3 GHz,Haswell,84 W,Intel HD Graphics 4600,
AMD Ryzen 3 1300X,https://pcpartpicker.com/product/Zk2rxr/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd130xbbaebox,https://cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,4,3.5 GHz,3.7 GHz,Zen,65 W,None,
AMD Threadripper 2990WX,https://pcpartpicker.com/product/zXNv6h/amd-threadripper-2990wx-3ghz-32-core-processor-yd299xazafwof,https://cdna.pcpartpicker.com/static/forever/images/product/376290bb9aa6669a3393dc8c0d266e5b.256p.jpg,32,3 GHz,4.2 GHz,Zen+,250 W,None,
AMD Ryzen 7 3800X,https://pcpartpicker.com/product/gryV3C/amd-ryzen-7-3800x-39-ghz-8-core-oemtray-processor-100-000000025,https://cdna.pcpartpicker.com/static/forever/images/product/1c98c8fccc44a3696129e74df5243312.256p.jpg,8,3.9 GHz,4.5 GHz,Zen 2,105 W,None,
Intel Core i9-10920X,https://pcpartpicker.com/product/2vZzK8/intel-core-i9-10920x-35-ghz-12-core-processor-bx8069510920x,https://cdna.pcpartpicker.com/static/forever/images/product/f289869a9c93444d38bf7d98fcbe2407.256p.jpg,12,3.5 GHz,4.8 GHz,Cascade Lake,165 W,None,869.95
Intel Core i5-10600,https://pcpartpicker.com/product/hftKHx/intel-core-i5-10600-33-ghz-6-core-processor-bx8070110600,https://cdna.pcpartpicker.com/static/forever/images/product/22517c4002202647d4d1906d37e43b48.256p.jpg,6,3.3 GHz,4.8 GHz,Comet Lake,65 W,Intel UHD Graphics 630,529.95
Intel Core i3-2100,https://pcpartpicker.com/product/8Bn2FT/intel-cpu-bx80623i32100,https://m.media-amazon.com/images/I/511s7SIMVWL.jpg,2,3.1 GHz,,Sandy Bridge,65 W,Intel HD Graphics 2000,49.00
AMD FX-8320,https://pcpartpicker.com/product/dmw323/amd-cpu-fd8320frhkbox,https://m.media-amazon.com/images/I/51SlgvGsdWL.jpg,8,3.5 GHz,,Piledriver,125 W,None,
AMD EPYC 4345P,https://pcpartpicker.com/product/Z24Pxr/amd-epyc-4345p-38-ghz-8-core-processor-100-100001556wof,https://cdna.pcpartpicker.com/static/forever/images/product/772d3bad6c842fdab42f871305ecac4a.256p.jpg,8,3.8 GHz,5.5 GHz,Zen 5,65 W,Radeon,
Intel Celeron G3900,https://pcpartpicker.com/product/x78H99/intel-cpu-cm8066201928610,https://images-na.ssl-images-amazon.com/images/I/51niI34PUXL.jpg,2,2.8 GHz,,Skylake,51 W,Intel HD Graphics 510,47.57
Intel Xeon E5-2650 V4,https://pcpartpicker.com/product/DGL7YJ/intel-cpu-bx80660e52650v4,https://cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,12,2.2 GHz,2.9 GHz,Broadwell,105 W,None,
Intel Core i9-11900,https://pcpartpicker.com/product/3y4Ycf/intel-core-i9-11900-25-ghz-8-core-processor-bx8070811900,https://cdna.pcpartpicker.com/static/forever/images/product/c9724573a84719379a3f95f469a6e636.256p.jpg,8,2.5 GHz,5.2 GHz,Rocket Lake,65 W,Intel UHD Graphics 750,
Intel Core i9-10900F,https://pcpartpicker.com/product/DYtKHx/intel-core-i9-10900f-28-ghz-10-core-processor-bx8070110900f,https://m.media-amazon.com/images/I/41ckT1AzbYL.jpg,10,2.8 GHz,5.2 GHz,Comet Lake,65 W,None,
AMD Ryzen 9 3950X,https://pcpartpicker.com/product/zsxbt6/amd-ryzen-9-3950x-35-ghz-16-core-oemtray-processor-100-000000051,https://cdna.pcpartpicker.com/static/forever/images/product/5b4809210442c8dc43c9f1f5c14370ea.256p.jpg,16,3.5 GHz,4.7 GHz,Zen 2,105 W,None,
Intel Core i3-4170,https://pcpartpicker.com/product/hYrcCJ/intel-cpu-bx80646i34170,https://cdna.pcpartpicker.com/static/forever/images/product/14c2c0e177a9537c451ecb7da2b80781.256p.jpg,2,3.7 GHz,,Haswell Refresh,54 W,Intel HD Graphics 4400,
Intel Core i5-6500,https://pcpartpicker.com/product/8GcMnQ/intel-cpu-cm8066201920404,https://cdna.pcpartpicker.com/static/forever/images/product/68a2d7d02408cf9854c557a10603aa8b.256p.jpg,4,3.2 GHz,3.6 GHz,Skylake,65 W,Intel HD Graphics 530,
AMD Ryzen 5 3600X,https://pcpartpicker.com/product/FCprxr/amd-ryzen-5-3600x-38-thz-6-core-oemtray-processor-100-000000022,https://cdna.pcpartpicker.com/static/forever/images/product/fd7b679a51670fc1161384cf95ba464f.256p.jpg,6,3.8 GHz,4.4 GHz,Zen 2,95 W,None,
AMD Ryzen 5 2600X,https://pcpartpicker.com/product/KTtKHx/amd-ryzen-5-2600x-36-ghz-6-core-oemtray-processor-yd260xbcm6iaf,https://cdna.pcpartpicker.com/static/forever/images/product/bd22e4deac30110021a64d9c7f9b8944.256p.jpg,6,3.6 GHz,4.2 GHz,Zen+,95 W,None,
Intel Core i7-4960X Extreme Edition,https://pcpartpicker.com/product/HFQypg/intel-cpu-bx80633i74960x,https://cdna.pcpartpicker.com/static/forever/images/product/a1466e1823404679892cb38473e6c5fd.256p.jpg,6,3.6 GHz,4 GHz,Ivy Bridge,130 W,None,769.95
Intel Core i5-7400T,https://pcpartpicker.com/product/rXp323/intel-core-i5-7400t-24ghz-quad-core-oemtray-processor-cm8067702867915,https://images-eu.ssl-images-amazon.com/images/I/51JPrIJI7gL.jpg,4,2.4 GHz,3 GHz,Kaby Lake,35 W,Intel HD Graphics 630,78.02
Intel Core i5-4670,https://pcpartpicker.com/product/CVjG3C/intel-cpu-bx80646i54670,https://cdna.pcpartpicker.com/static/forever/images/product/3d305a3bb3b9891d1016ccd88b084f6b.256p.jpg,4,3.4 GHz,,Haswell,84 W,Intel HD Graphics 4600,99.00
Intel Core i5-9600KF,https://pcpartpicker.com/product/TJwkcf/intel-core-i5-9600kf-37-ghz-6-core-oemtray-processor-cm8068403874410,https://cdna.pcpartpicker.com/static/forever/images/product/a289a7b9f1db29fdb4364c09d7d012f8.256p.jpg,6,3.7 GHz,4.6 GHz,Coffee Lake Refresh,95 W,None,269.95
Intel Core 2 Extreme QX9770,https://pcpartpicker.com/product/8fLypg/intel-cpu-bx80569qx9770,https://images-na.ssl-images-amazon.com/images/I/51QzGdJFBrL.jpg,4,3.2 GHz,,Yorkfield,136 W,None,
AMD Phenom II X6 1090T Black,https://pcpartpicker.com/product/MkZQzy/amd-cpu-hdt90zfbgrbox,https://images-na.ssl-images-amazon.com/images/I/51zg42Jls6L.jpg,6,3.2 GHz,,K10,125 W,None,279.99
Intel Core i5-2500,https://pcpartpicker.com/product/ZyPfrH/intel-cpu-bx80623i52500,https://images-na.ssl-images-amazon.com/images/I/51kN8BWH8oL.jpg,4,3.3 GHz,,Sandy Bridge,95 W,Intel HD Graphics 2000,
Intel Core i7-6700K,https://pcpartpicker.com/product/Fcqbt6/intel-cpu-cm8066201919901,https://cdna.pcpartpicker.com/static/forever/images/product/ff61219ad339e92074ca68490a540ae4.256p.jpg,4,4 GHz,4.2 GHz,Skylake,91 W,Intel HD Graphics 530,
Intel Core i7-5930K,https://pcpartpicker.com/product/zTvRsY/intel-cpu-bx80648i75930k,https://cdna.pcpartpicker.com/static/forever/images/product/c3a4d344bc087f70d7f757a933edb454.256p.jpg,6,3.5 GHz,3.7 GHz,Haswell,140 W,None,
Intel Xeon E3-1230 V2,https://pcpartpicker.com/product/VQrG3C/intel-cpu-bx80637e31230v2,https://m.media-amazon.com/images/I/515Ui4-oD2L.jpg,4,3.3 GHz,,Ivy Bridge,69 W,None,265.87
Intel Core i7-3930K,https://pcpartpicker.com/product/XLZQzy/intel-cpu-bx80619i73930k,https://m.media-amazon.com/images/I/517LUhhYF3L.jpg,6,3.2 GHz,,Sandy Bridge,130 W,None,
