Name,URL,Image,Protocol,Interface,Color,Price
StarTech USB867WAC22,https://pcpartpicker.com/product/kzmLrH/startech-wireless-network-card-usb867wac22,https://m.media-amazon.com/images/I/31dVXYfK0tL.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,,57.99
Edimax EW-7711MAC,https://pcpartpicker.com/product/TWMFf7/edimax-wireless-network-card-ew7711mac,https://m.media-amazon.com/images/I/41oOkGjJ1NL.jpg,Wi-Fi 5,USB Type-A 2.0,,
Intel 3160.NGWG,https://pcpartpicker.com/product/w4DzK8/intel-wireless-network-card-3160ngwg,/static/forever/img/no-image.png,Wi-Fi 5,Mini-PCIe,,
Intel 6300,https://pcpartpicker.com/product/Xyp323/intel-wireless-network-card-633anhmwebc,/static/forever/img/no-image.png,Wi-Fi 4,Mini-PCIe,,
Intel 7260,https://pcpartpicker.com/product/VfrcCJ/intel-wireless-network-card-7260,/static/forever/img/no-image.png,Wi-Fi 4,Mini-PCIe,,19.98
Intel 7260,https://pcpartpicker.com/product/7v648d/intel-wireless-network-card-7260hmwbnwbr,https://m.media-amazon.com/images/I/51+c-OYmUmL.jpg,Wi-Fi 4,Mini-PCIe,,
Edimax EW-7811DAC,https://pcpartpicker.com/product/YcQypg/edimax-ew-7811dac-usb-20-80211abgnac-wi-fi-adapter-ew-7811dac,https://m.media-amazon.com/images/I/41hR9cta+OL.jpg,Wi-Fi 5,USB Type-A 2.0,,
AUKEY WF-R12,https://pcpartpicker.com/product/LVbkcf/aukey-wf-r12-none-wi-fi-adapter-wf-r12,/static/forever/img/no-image.png,Wi-Fi 5,USB Type-A 3.2 Gen 1,,
Athenatech NE-WN3201D,https://pcpartpicker.com/product/mPnG3C/athenatech-ne-wn3201d-none-wi-fi-adapter-ne-wn3201d,/static/forever/img/no-image.png,Wi-Fi 4,USB Type-A 2.0,,
Edimax EW-7822PIC,https://pcpartpicker.com/product/pmgPxr/edimax-ew-7822pic-none-wi-fi-adapter-ew-7822pic,https://images-eu.ssl-images-amazon.com/images/I/41XcJbp5XVL.jpg,Wi-Fi 5,PCIe x1,,
D-Link DWA-192,https://pcpartpicker.com/product/gZfmP6/d-link-dwa-192-none-wi-fi-adapter-dwa-192,https://cdna.pcpartpicker.com/static/forever/images/product/2ebbc06e35a13b29ed407bcd7c341220.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,,
TRENDnet TEW-806UBH,https://pcpartpicker.com/product/mDrG3C/trendnet-tew-806ubh-none-wi-fi-adapter-tew-806ubh,https://cdna.pcpartpicker.com/static/forever/images/product/1ea78e0581c331e200bf3464bf66e237.256p.jpg,Wi-Fi 5,USB Type-A 2.0,,
TP-Link Archer T2UH,https://pcpartpicker.com/product/YWX2FT/tp-link-archer-t2uh-none-wi-fi-adapter-archer-t2uh,https://cdna.pcpartpicker.com/static/forever/images/product/4c3b3c234057699978cc7489ccc1c6b7.256p.jpg,Wi-Fi 5,USB Type-A 2.0,,
TP-Link Archer T4UH,https://pcpartpicker.com/product/xyX2FT/tp-link-archer-t4uh-usb-30-80211abgnac-wi-fi-adapter-archer-t4uh,https://cdna.pcpartpicker.com/static/forever/images/product/7f06ab34a1a2949b647f7a5ba847a966.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,,
Rosewill RNX-N150NUB,https://pcpartpicker.com/product/d3bkcf/rosewill-rnx-n150nub-usb-20-80211abgn-wi-fi-adapter-rnx-ac600ub_v20,https://images-na.ssl-images-amazon.com/images/I/31sPxFJFNvL.jpg,Wi-Fi 4,USB Type-A 2.0,,
Rosewill RNX-N300UB,https://pcpartpicker.com/product/P298TW/rosewill-rnx-n300ub-none-wi-fi-adapter-rnx-n300ub,https://cdna.pcpartpicker.com/static/forever/images/product/e1a192e8e74534ccd70d3f7e417bf2f6.256p.jpg,Wi-Fi 4,USB Type-A 2.0,,
Rosewill RNX-N150NUB,https://pcpartpicker.com/product/bnH48d/rosewill-rnx-n150nub-usb-20-80211abgn-wi-fi-adapter-rnx-ac1200ub,https://images-eu.ssl-images-amazon.com/images/I/31eSPZlzy2L.jpg,Wi-Fi 4,USB Type-A 2.0,,
TP-Link Archer T1U,https://pcpartpicker.com/product/8t8H99/tp-link-archer-t1u-none-wi-fi-adapter-archer-t1u,https://cdna.pcpartpicker.com/static/forever/images/product/2abbca50ad6b599718bb039e972f936e.256p.jpg,Wi-Fi 5,USB Type-A 2.0,,
Linksys AE3000-CA,https://pcpartpicker.com/product/gTJkcf/linksys-ae3000-ca-none-wi-fi-adapter-ae3000-ca,https://m.media-amazon.com/images/I/41KDNrpFbML.jpg,Wi-Fi 4,USB Type-A 2.0,,49.99
Linksys AE2500-CA,https://pcpartpicker.com/product/ZLs8TW/linksys-ae2500-ca-none-wi-fi-adapter-ae2500-ca,/static/forever/img/no-image.png,Wi-Fi 4,USB Type-A 2.0,,
Netgear WF2190,https://pcpartpicker.com/product/b27v6h/netgear-wf2190-none-wi-fi-adapter-wf2190,/static/forever/img/no-image.png,Wi-Fi 5,USB Type-A 3.2 Gen 1,,
Inamax 4332804407,https://pcpartpicker.com/product/Hpkj4D/inamax-4332804407-none-wi-fi-adapter-4332804407,/static/forever/img/no-image.png,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,
Hawking Technology HW17ACU,https://pcpartpicker.com/product/TR3H99/hawking-technology-hw17acu-none-wi-fi-adapter-hw17acu,https://cdna.pcpartpicker.com/static/forever/images/product/c522f483f8e247f0116d9b23e4512c94.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,
BrosTrend AC6,https://pcpartpicker.com/product/XGsmP6/brostrend-ac6-none-wi-fi-adapter-ac6,https://m.media-amazon.com/images/I/41Zm2JwuoQL.jpg,Wi-Fi 5,PCIe x1,Red / Black,
Rosewill RNX-AC1200UBv2,https://pcpartpicker.com/product/3LGxFT/rosewill-rnx-ac1200ubv2-usb-30-wi-fi-adapter-rnx-ac1200ubv2,https://cdna.pcpartpicker.com/static/forever/images/product/abb3db91dfa05ff55f09256948f743ef.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,
Rosewill RNX-AC600HGUBEv2,https://pcpartpicker.com/product/RrKcCJ/rosewill-rnx-ac600hgubev2-usb-20-wi-fi-adapter-rnx-ac600hgubev2,https://cdna.pcpartpicker.com/static/forever/images/product/28cfbf07032ffe0d09b1660d2d862417.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,
Rosewill RNX-AC600NUBv2,https://pcpartpicker.com/product/94zkcf/rosewill-rnx-ac600nubv2-usb-20-wi-fi-adapter-rnx-ac600nubv2,https://cdna.pcpartpicker.com/static/forever/images/product/1acb59d10d6aaf35b26352c5f2b2d397.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,
Asus USB-AC55 B1,https://pcpartpicker.com/product/4yhKHx/asus-usb-ac55-b1-usb-30-wi-fi-adapter-usb-ac55-b1,https://cdna.pcpartpicker.com/static/forever/images/product/02b3ac0d1cfd092b2180b6adee1b804b.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,
StarTech USB433ACD1X1,https://pcpartpicker.com/product/N3PKHx/startech-usb433acd1x1-usb-20-wi-fi-adapter-usb433acd1x1,https://cdna.pcpartpicker.com/static/forever/images/product/11a6d7b2ee216d76046c275068df3464.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,26.99
Edimax EW-7612PIN V2,https://pcpartpicker.com/product/s9448d/edimax-ew-7612pin-v2-pcie-x1-wi-fi-adapter-ew-7612pin-v2,https://cdna.pcpartpicker.com/static/forever/images/product/17db051887db0ffe11491bb26850ca23.256p.jpg,Wi-Fi 4,PCIe x1,Green,
TRENDnet TBW-108UB,https://pcpartpicker.com/product/X7YQzy/trendnet-tbw-108ub-usb-20-wi-fi-adapter-tbw-108ub,https://cdna.pcpartpicker.com/static/forever/images/product/0fe96af3424f020485c131f1c572bed5.256p.jpg,Wi-Fi 4,USB Type-A 2.0,Black,
TRENDnet TEW-808UBM,https://pcpartpicker.com/product/hXsnTW/trendnet-tew-808ubm-usb-20-wi-fi-adapter-tew-808ubm,https://cdna.pcpartpicker.com/static/forever/images/product/d85b2bc55023b0f0d204f325321c6da4.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,
Rosewill RNX-AC2030PCE,https://pcpartpicker.com/product/tBmFf7/rosewill-rnx-ac2030pce-pcie-x1-wi-fi-adapter-rnx-ac2030pce,https://cdna.pcpartpicker.com/static/forever/images/product/931cf3feeb59ca74dfbf24bc1084ba8c.256p.jpg,Wi-Fi 5,PCIe x1,Red / Black,
Rosewill RNX-AC1900UB,https://pcpartpicker.com/product/bBmFf7/rosewill-rnx-ac1900ub-usb-30-wi-fi-adapter-rnx-ac1900ub,https://cdna.pcpartpicker.com/static/forever/images/product/531b96cfab9682cb5d4af01a67c2db25.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,
TP-Link ARCHER T4UHP,https://pcpartpicker.com/product/9m97YJ/tp-link-archer-t4uhp-usb-30-wi-fi-adapter-archer-t4uhp,https://cdna.pcpartpicker.com/static/forever/images/product/1949a3d60eedd3f20b346b650eed87bd.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,
TP-Link Archer T4U V2,https://pcpartpicker.com/product/73PKHx/tp-link-archer-t4u-v2-usb-30-wi-fi-adapter-archer-t4u_v2,https://cdna.pcpartpicker.com/static/forever/images/product/acc2d8be4dcddac21a8906a7fc9977e7.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,29.94
Syba SY-PEX23059,https://pcpartpicker.com/product/VMsmP6/syba-sy-pex23059-pcie-x1-wi-fi-adapter-sy-pex23059,https://cdna.pcpartpicker.com/static/forever/images/product/66bbaacee8efd4e1951d658367623b24.256p.jpg,Wi-Fi 4,PCIe x1,Green / Black,
Sabrent USBG802,https://pcpartpicker.com/product/trVG3C/sabrent-usbg802-usb-20-wi-fi-adapter-usbg802,https://images-eu.ssl-images-amazon.com/images/I/31HqCci5QnL.jpg,Wi-Fi 3,USB Type-A 2.0,Black,
Edimax EW-7822UTC,https://pcpartpicker.com/product/9697YJ/edimax-ew-7822utc-usb-30-80211abgnac-wi-fi-adapter-ew-7822utc,https://cdna.pcpartpicker.com/static/forever/images/product/5a010552a704dece13fb2f1837889746.256p.jpg,Wi-Fi 5,USB Type-A 3.2 Gen 1,Black,
Netgear A6100-10000S,https://pcpartpicker.com/product/fbbwrH/netgear-a6100-10000s-usb-20-80211abgnac-wi-fi-adapter-a6100-10000s,https://cdna.pcpartpicker.com/static/forever/images/product/8761f9611f012992d6fab36af9868aca.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,19.98
Belkin Linksys AE1200-NP,https://pcpartpicker.com/product/M3c48d/belkin-linksys-ae1200-np-usb-30-80211bgn-wi-fi-adapter-ae1200-np,https://cdna.pcpartpicker.com/static/forever/images/product/c788e3917be31a8f6f87059489d86d24.256p.jpg,Wi-Fi 4,USB Type-A 3.2 Gen 1,Black,
Hommie N900,https://pcpartpicker.com/product/PCBhP6/hommie-n900-pcie-x1-80211abgn-wi-fi-adapter-p01w-eu,https://m.media-amazon.com/images/I/51+sIC8rAeL.jpg,Wi-Fi 4,PCIe x1,,
fenvi FV-AX3000R,https://pcpartpicker.com/product/CDLFf7/fenvi-fv-ax3000r-80211abgnacax-pcie-x1-wi-fi-adapter-fv-ax3000r,/static/forever/img/no-image.png,Wi-Fi 6,PCIe x1,Red / Black,
Intel 8265.NGWMG.DTX1,https://pcpartpicker.com/product/DsTPxr/intel-8265ngwmgdtx1-80211abgnac-m2-wi-fi-adapter-8265ngwmgdtx1,https://cdna.pcpartpicker.com/static/forever/images/product/bf22dcce7a74f1ec68c83782e67f2ff2.256p.jpg,Wi-Fi 5,M.2,,
Intel AX210 w/vPro,https://pcpartpicker.com/product/f9xRsY/intel-ax210-wvpro-80211abgnacax-m2-wi-fi-adapter-ax210ngwgie,/static/forever/img/no-image.png,Wi-Fi 6E,M.2 PCIe,Green,
Intel AX210,https://pcpartpicker.com/product/NqYmP6/intel-ax210-80211abgnacax-m2-wi-fi-adapter-ax210ngwgiinv,/static/forever/img/no-image.png,Wi-Fi 6E,M.2 PCIe,Green,
Intel AX210 w/vPro,https://pcpartpicker.com/product/L2qPxr/intel-ax210-wvpro-80211abgnacax-m2-wi-fi-adapter-ax210ngwgii,/static/forever/img/no-image.png,Wi-Fi 6E,M.2 PCIe,Green,
fenvi FV-2030T,https://pcpartpicker.com/product/LcGhP6/fenvi-fv-2030t-80211abgnac-pcie-x1-wi-fi-adapter-fv-2030t,/static/forever/img/no-image.png,Wi-Fi 5,PCIe x1,Red,
fenvi Wi-Fi 7 FV-BE8800Pro,https://pcpartpicker.com/product/2T7scf/fenvi-wi-fi-7-fv-be8800pro-80211abgnacax-pcie-x1-wi-fi-adapter-wi-fi-7-fv-be8800pro,/static/forever/img/no-image.png,Wi-Fi 7,PCIe x1,Red / Black,
Asus USB-N13 C1,https://pcpartpicker.com/product/9GK2FT/asus-usb-n13-c1-80211abgn-usb-type-a-wi-fi-adapter-90ig05d0-ma0r00,https://cdna.pcpartpicker.com/static/forever/images/product/aa00f28b9cab5b6d5156aac40b1979b0.256p.jpg,Wi-Fi 4,USB Type-A,,
D-Link DWA-181-US,https://pcpartpicker.com/product/YhCFf7/d-link-dwa-181-us-80211abgnac-usb-type-a-wi-fi-adapter-dwa-181-us,https://cdna.pcpartpicker.com/static/forever/images/product/1e320e8968c734a717141e32bca8a16f.256p.jpg,Wi-Fi 5,USB Type-A 2.0,Black,21.99
D-Link DWA-X3000,https://pcpartpicker.com/product/RVXJ7P/d-link-dwa-x3000-80211abgnacax-pcie-x1-wi-fi-adapter-dwa-x3000,https://cdna.pcpartpicker.com/static/forever/images/product/232092eabaf4ef619d2bd155d2ca211a.256p.jpg,Wi-Fi 6,PCIe x1,Black,
SIIG LB-WR0111-S1,https://pcpartpicker.com/product/DbKKHx/siig-lb-wr0111-s1-80211abgnacax-pcie-x1-wi-fi-adapter-lb-wr0111-s1,https://m.media-amazon.com/images/I/41bYHIDklsL.jpg,Wi-Fi 6,PCIe x1,Black,41.90
SIIG LB-WR0011-S1,https://pcpartpicker.com/product/7LhmP6/siig-lb-wr0011-s1-80211abgnac-pcie-x1-wi-fi-adapter-lb-wr0011-s1,https://m.media-amazon.com/images/I/415AkR2JZhL.jpg,Wi-Fi 5,PCIe x1,Black,39.32
SIIG JU-WR0112-S2,https://pcpartpicker.com/product/M3mFf7/siig-ju-wr0112-s2-80211abgn-usb-type-a-wi-fi-adapter-ju-wr0112-s2,https://cdna.pcpartpicker.com/static/forever/images/product/5e575a1fbe398ce4e40285fec4a96506.256p.jpg,Wi-Fi 4,USB Type-A 2.0,Black,
Wavlink WL-WN675X2,https://pcpartpicker.com/product/j9kH99/wavlink-wl-wn675x2-80211abgnacax-pcie-x1-wi-fi-adapter-wl-wn675x2,/static/forever/img/no-image.png,Wi-Fi 6,PCIe x1,Red,
